name,start,end,position,first,score
fh,19'05''279,19'06''318,br,0,0
fh,19'06''318,19'07''798,tr,0,0
bl,19'07''798,19'08''318,br,0,0
bh,19'08''318,19'08''918,tr,0,1
bl,19'08''918,19'09''558,bl,0,0
bl,19'32''159,19'33''167,tr,1,0
fl,19'33''167,19'33''678,bl,0,0
fl,19'33''678,19'34''398,tr,0,0
fh,19'34''398,19'35''478,br,0,0
bl,19'35''478,19'36''318,tl,0,0
fh,19'36''318,19'37''838,br,0,0
fl,19'37''838,19'38''558,tl,0,0
fh,19'38''558,19'39''466,bl,0,0
bl,19'39''466,19'39''838,tl,0,0
fh,19'39''838,19'40''468,bl,0,0
bl,19'40''468,19'41''309,tr,0,0
fh,19'41''309,19'42''038,br,0,0
fl,19'42''038,19'42''799,tr,0,0
fh,19'42''799,19'43''839,br,0,0
bh,19'43''839,19'44''278,tr,0,0
fh,19'44''278,19'45''027,br,0,0
fh,19'45''027,19'45''438,tl,0,0
fh,19'45''438,19'45''956,bl,0,0
fl,19'45''956,19'46''518,tl,0,0
fh,19'46''518,19'47''318,bl,0,1
bl,19'47''318,19'47''638,tl,0,0
bl,20'20''400,20'21''411,bl,1,0
fl,20'21''411,20'22''038,tr,0,0
fh,20'22''038,20'22''625,bl,0,0
fl,20'22''625,20'23''318,tl,0,0
fh,20'23''318,20'24''153,br,0,0
bl,20'24''153,20'24''956,tr,0,0
fh,20'24''956,20'25''638,bl,0,0
fh,20'25''638,20'26''158,tr,0,0
fh,20'26''158,20'26''518,bl,0,0
fh,20'26''518,20'27''198,tr,0,0
fh,20'27''198,20'27''598,bl,0,1
bl,20'50''599,20'51''699,br,1,0
fh,20'51''699,20'52''278,tl,0,0
fh,20'52''278,20'53''033,br,0,1
bl,21''46''100,21'47''198,bl,1,0
fl,21'47''198,21'47''665,tr,0,0
fh,21'47''665,21'48''958,bl,0,0
fh,21'48''958,21'49''397,tl,0,0
fh,21'49''397,21'49''799,br,0,1
bl,21'49''799,21'50''239,tl,0,0
bl,22'10''123,22'11''213,br,1,0
bl,22'11''213,22'11''839,tl,0,0
fh,22'11''839,22'12''959,bl,0,0
fl,22'12''959,22'13''351,tl,0,0
fl,22'13''351,22'14''518,br,0,0
fh,22'14''518,22'15''918,tr,0,0
fl,22'15''918,22'16''359,br,0,1
fl,22'16''359,22'17''118,tl,0,0
bl,24'53''665,24'54''706,tl,1,0
fh,24'54''706,24'55''198,br,0,0
fh,24'55''198,24'55''703,tl,0,0
fh,24'55''703,24'56''761,br,0,0
fh,24'56''761,24'58''718,tl,0,0
fl,24'58''718,24'59''598,bl,0,0
fh,24'59''598,25'00''598,tl,0,1
bl,25'00''598,25'01''438,bl,0,0
bl,25'20''447,25'21''558,tr,1,0
bl,25'36''553,25'36''683,bl,1,1
fh,25'36''683,25'37''037,tr,0,0
bl,25'50''108,25'51''118,bl,1,0
fl,25'51''118,25'51''518,tl,0,0
fh,25'51''518,25'52''238,br,0,0
fh,25'52''238,25'52''638,tr,0,0
fh,25'52''638,25'53''038,bl,0,0
bh,25'53''038,25'53''559,tl,0,0
fh,25'53''559,25'54''151,bl,0,0
bh,25'54''151,25'54''638,tl,0,0
bh,25'54''638,25'55''158,bl,0,0
bh,25'55''158,25'55''878,tr,0,0
fh,25'55''878,25'56''439,br,0,0
bh,25'56''439,25'57''118,tr,0,1
fh,25'57''118,25'57''831,br,0,0
bl,26'28''157,26'29''476,tl,1,0
bl,26'29''476,26'30''039,br,0,0
fh,26'30''039,26'30''798,tr,0,0
bl,26'30''798,26'31''541,br,0,0
fh,26'31''541,26'32''118,tr,0,0
fh,26'32''118,26'32''477,br,0,0
fh,26'32''477,26'32''878,tr,0,0
bl,26'32''878,26'33''712,bl,0,0
fh,26'33''712,26'34''801,tl,0,0
bl,26'34''801,26'35''318,br,0,0
fl,26'35''318,26'36''078,tl,0,0
fh,26'36''078,26'37''318,br,0,1
fh,26'37''318,26'37''798,tr,0,0
bl,26'59''335,27'00''235,bl,1,0
fh,27'00''235,27'00''641,tr,0,0
fh,27'00''641,27'01''278,br,0,0
fh,27'01''278,27'02''038,tr,0,0
fh,27'02''038,27'02''438,br,0,0
fl,27'02''438,27'02''838,tr,0,0
fh,27'02''838,27'04''158,br,0,0
bh,27'04''158,27'04''518,tr,0,0
bh,27'04''518,27'05''318,bl,0,0
fl,27'05''318,27'06''221,tr,0,0
fl,27'06''221,27'08''076,br,0,0
fh,27'08''076,27'09''558,tr,0,0
bl,27'09''558,27'10''599,br,0,0
fh,27'10''599,27'11''718,tr,0,0
fl,27'11''718,27'12''238,br,0,0
fh,27'12''238,27'12''918,tr,0,0
bh,27'12''918,27'13''638,br,0,1
bl,27'40''959,27'41''979,br,1,0
fh,27'41''979,27'42''200,tl,0,0
fl,27'42''200,27'42''986,br,0,0
fh,27'42''986,27'44''078,tl,0,0
fl,27'44''078,27'44''558,bl,0,0
fh,27'44''558,27'44''997,tl,0,1
bl,27'44''997,27'45''518,br,0,0
bl,28'07''123,28'08''023,tr,1,0
fl,28'08''023,28'08''478,bl,0,0
fh,28'08''478,28'09''278,tl,0,0
bh,28'09''278,28'10''318,bl,0,0
fh,28'10''318,28'11''558,tl,0,0
bl,28'11''558,28'11''994,bl,0,0
fh,28'11''994,28'12''639,tl,0,0
bl,28'12''639,28'13''198,br,0,0
fh,28'13''198,28'14''078,tl,0,0
bl,28'14''078,28'14''958,br,0,0
fh,28'14''958,28'16''118,tr,0,0
bl,28'16''118,28'16''541,br,0,0
fh,28'16''541,28'16''837,tl,0,0
bl,28'16''837,28'17''358,br,0,0
bh,28'17''358,28'18''078,tl,0,0
bl,28'18''078,28'18''798,bl,0,0
fh,28'18''798,28'20''078,tl,0,0
bl,28'20''078,28'20''838,bl,0,0
fh,28'20''838,28'22''118,tr,0,1
bl,28'22''118,28'22''878,bl,0,0
bl,28'57''224,28'58''084,tl,1,0
fl,28'58''084,28'58''638,br,0,0
fl,28'58''638,28'59''359,tl,0,0
fl,28'59''359,29'00''158,bl,0,0
fh,29'00''158,29'00''758,tl,0,0
bl,29'00''758,29'01''559,bl,0,0
fh,29'01''559,29'02''038,tr,0,0
fh,29'02''038,29'02''478,br,0,0
fh,29'02''478,29'02''797,tr,0,1
fh,29'02''797,29'03''118,br,0,0
bl,29'28''330,29'29''341,tr,1,0
fl,29'29''341,29'29''760,bl,0,0
fh,29'29''760,29'30''438,tl,0,0
bh,29'30''438,29'31''278,br,0,0
bh,29'31''278,29'31''758,tr,0,0
fh,29'31''758,29'32''398,br,0,0
bl,29'32''398,29'33''038,tr,0,0
fh,29'33''038,29'33''958,br,0,0
bl,29'33''958,29'34''518,tr,0,0
fl,29'34''518,29'35''398,br,0,0
fh,29'35''398,29'36''478,tr,0,0
bl,29'36''478,29'37''438,br,0,0
fh,29'37''438,29'38''278,tl,0,0
fl,29'38''278,29'38''758,br,0,0
fl,29'38''758,29'39''198,tl,0,0
fl,29'39''198,29'39''938,br,0,0
fl,29'39''938,29'40''838,tr,0,0
fh,29'40''838,29'41''719,bl,0,0
fh,29'41''719,29'42''273,tr,0,0
bh,29'42''273,29'42''758,bl,0,0
fl,29'42''758,29'43''517,tl,0,0
fh,29'43''517,29'44''548,bl,0,0
bl,29'44''548,29'45''159,tr,0,0
fh,29'45''159,29'45''678,bl,0,0
fl,29'45''678,29'46''198,tr,0,0
fh,29'46''198,29'46''825,bl,0,0
fl,29'46''825,29'47''278,tr,0,0
fh,29'47''278,29'47''678,br,0,0
fh,29'47''678,29'48''033,tr,0,1
bh,29'48''033,29'48''624,bl,0,0
bl,30'25''880,30'26''999,tl,1,0
fh,30'26''999,30'27''438,br,0,0
fh,30'27''438,30'27''838,tl,0,0
fh,30'27''838,30'28''838,br,0,0
fh,30'28''838,30'30''638,tr,0,0
fl,30'30''638,30'31''193,br,0,0
fh,30'31''193,30'31''878,tl,0,0
fl,30'31''878,30'32''758,bl,0,0
fh,30'32''758,30'33''918,tl,0,0
fl,30'33''918,30'34''518,bl,0,0
fh,30'34''518,30'35''239,tl,0,0
bl,30'35''239,30'36''238,bl,0,0
fh,30'36''238,30'37''478,tr,0,0
bl,30'37''478,30'37''878,br,0,0
fh,30'37''878,30'38''559,tr,0,0
bl,30'38''559,30'39''198,br,0,0
bl,30'39''198,30'39''958,tr,0,0
fh,30'39''958,30'41''758,bl,0,0
fh,30'41''758,30'42''389,tr,0,1
fh,30'42''389,30'43''031,br,0,0
bl,31'18''100,31'19''150,tr,1,1
bl,31'40''257,31'41''518,tl,1,0
fl,31'41''518,31'42''038,br,0,0
fl,31'42''038,31'42''518,tl,0,0
bh,31'42''518,31'43''078,bl,0,0
fl,31'43''078,31'43''676,tl,0,1
fh,31'43''676,31'45''029,bl,0,0
bl,32'07''557,32'08''765,tr,1,0
fl,32'08''765,32'09''478,bl,0,0
fh,32'09''478,32'10''462,tl,0,0
fl,32'10''462,32'10''918,bl,0,0
fh,32'10''918,32'11''199,tr,0,0
bl,32'11''199,32'11''599,bl,0,0
fh,32'11''599,32'12''038,tl,0,0
bh,32'12''038,32'12''478,br,0,0
fh,32'12''478,32'12''837,tr,0,1
bl,32'42''779,32'43''879,tl,1,0
fl,32'43''879,32'44''227,br,0,0
fh,32'44''227,32'44''675,tl,0,0
bh,32'44''675,32'45''198,bl,0,0
fl,32'45''198,32'45''874,tl,0,0
fh,32'45''874,32'46''758,bl,0,0
fl,32'46''758,32'47''198,tl,0,0
fl,32'47''198,32'48''078,br,0,0
fh,32'48''078,32'48''758,tr,0,1
fl,32'48''758,32'49''399,br,0,0
bl,34'17''252,34'18''525,tr,1,0
fh,34'18''525,34'18''984,bl,0,0
bh,34'18''984,34'19''678,tr,0,0
fh,34'19''678,34'20''598,bl,0,0
fh,34'20''598,34'21''196,tl,0,0
fl,34'21''196,34'21''758,br,0,0
fh,34'21''758,34'22''718,tl,0,0
bl,34'22''718,34'23''678,br,0,0
fh,34'23''678,34'24''718,tr,0,0
bl,34'24''718,34'25''118,br,0,0
bh,34'25''118,34'25''878,tr,0,0
fh,34'25''878,34'26''838,br,0,0
fh,34'26''838,34'27''358,tr,0,0
fh,34'27''358,34'27''718,bl,0,0
bl,34'27''718,34'28''358,tr,0,0
fh,34'28''358,34'29''238,br,0,0
fh,34'29''238,34'29''598,tl,0,1
bl,34'58''663,34'59''763,tl,1,0
bl,35'18''150,35'19''153,br,1,0
fh,35'19''153,35'19''518,tr,0,0
bl,35'19''518,35'20''358,bl,0,0
fh,35'20''358,35'21''598,tl,0,0
fl,35'21''598,35'22''387,bl,0,0
fh,35'22''387,35'23''558,tl,0,0
bl,35'23''558,35'24''118,bl,0,0
fh,35'24''118,35'24''678,tl,0,0
bl,35'24''678,35'25''678,bl,0,0
fh,35'25''678,35'26''911,tl,0,0
bl,35'26''911,35'27''383,bl,0,0
fh,35'27''383,35'27''871,tr,0,0
bl,35'27''871,35'28''386,bl,0,0
fh,35'28''386,35'28''678,tr,0,0
bl,35'28''678,35'29''158,bl,0,0
fh,35'29''158,35'29''598,tl,0,1
bl,35'56''120,35'57''118,tr,1,0
fl,35'57''118,35'57''598,bl,0,1
fh,35'57''598,35'58''038,tr,0,0
bl,36'22''738,36'23''836,br,1,0
fh,36'23''836,36'24''278,tl,0,0
bh,36'24''278,36'24''918,bl,0,0
bh,36'24''918,36'25''438,tl,0,0
bh,36'25''438,36'25''919,bl,0,0
fh,36'25''919,36'26''638,tr,0,0
fl,36'26''638,36'27''158,br,0,0
fh,36'27''158,36'28''518,tl,0,0
bl,36'28''518,36'29''278,bl,0,0
fh,36'29''278,36'30''038,tl,0,0
fh,36'30''038,36'31''438,bl,0,0
fh,36'31''438,36'31''998,tl,0,1
fl,36'31''998,36'32''758,br,0,0
bl,36'59''234,37'00''535,tl,1,0
fh,37'00''535,37'01''038,br,0,0
fh,37'01''038,37'01''638,tl,0,0
bl,37'01''638,37'02''518,bl,0,0
fh,37'02''518,37'03''279,tl,0,0
fh,37'03''279,37'04''078,bl,0,0
bh,37'04''078,37'04''678,tr,0,0
fl,37'04''678,37'05''401,br,0,0
fh,37'05''401,37'06''238,tr,0,0
bh,37'06''238,37'06''718,bl,0,0
fh,37'06''718,37'07''355,tl,0,0
bl,37'07''355,37'07''718,br,0,0
fh,37'07''718,37'08''278,tl,0,0
bl,37'08''278,37'08''678,br,0,0
fh,37'08''678,37'09''359,tr,0,0
bl,37'09''359,37'09''758,br,0,0
fh,37'09''758,37'10''198,tr,0,0
bl,37'10''198,37'10''558,br,0,0
fh,37'10''558,37'10''958,tr,0,1
bl,37'51''166,37'52''264,tr,1,0
fl,37'52''264,37'52''758,bl,0,0
fl,37'52''758,37'53''478,tl,0,0
fh,37'53''478,37'54''879,bl,0,0
fh,37'54''879,37'55''278,tl,0,0
bl,37'55''278,37'56''038,bl,0,0
fh,37'56''038,37'56''558,tl,0,0
fh,37'56''558,37'57''074,br,0,0
fh,37'57''074,37'57''397,tl,0,0
bl,37'57''397,37'57''914,br,0,0
fh,37'57''914,37'58''878,tr,0,0
bh,37'58''878,37'59''558,br,0,0
fl,37'59''558,38'00''436,tr,0,0
fh,38'00''436,38'01''238,br,0,0
fh,38'01''238,38'01''636,tr,0,0
fh,38'01''636,38'01''958,bl,0,0
bl,38'01''958,38'02''387,tr,0,0
fh,38'02''387,38'02''999,br,0,0
fl,38'02''999,38'03''758,tr,0,0
fh,38'03''758,38'05''038,br,0,0
bl,38'05''038,38'05''637,tr,0,0
fh,38'05''637,38'06''278,br,0,0
bl,38'06''278,38'06''918,tl,0,0
fh,38'06''918,38'08''558,br,0,0
bh,38'08''558,38'09''078,tr,0,0
fl,38'09''078,38'09''798,br,0,0
fh,38'09''798,38'10''557,tr,0,0
bl,38'10''557,38'10''993,bl,0,0
fl,38'10''993,38'11''918,tr,0,0
fh,38'11''918,38'12''955,bl,0,0
fh,38'12''955,38'13''353,tl,0,0
fh,38'13''353,38'14''158,br,0,0
bl,38'14''158,38'14''958,tr,0,0
fh,38'14''958,38'16''518,br,0,0
bh,38'16''518,38'17''078,tr,0,0
fh,38'17''078,38'17''758,br,0,0
fl,38'17''758,38'18''638,tr,0,0
fh,38'18''638,38'20''039,br,0,0
fl,38'20''039,38'20''833,tr,0,0
fh,38'20''833,38'21''918,br,0,0
fh,38'21''918,38'22''758,tl,0,0
bl,38'22''758,38'23''238,br,0,0
fh,38'23''238,38'24''358,tr,0,0
bl,38'24''358,38'24''916,br,0,0
fl,38'24''916,38'25''678,tr,0,0
fl,38'25''678,38'26''551,br,0,1
fh,38'26''551,38'27''477,tr,0,0
bl,39'15''822,39'16''920,bl,1,0
fh,39'16''920,39'17''398,tr,0,0
bl,39'17''398,39'18''038,bl,0,0
fh,39'18''038,39'19''478,tr,0,0
bl,39'19''478,39'19''838,br,0,0
fh,39'19''838,39'20''198,tl,0,0
