name,start,end,position,first,score
bh,16'11''790,16'12''271,tr,0,0
fh,16'12''271,16'12''791,br,0,0
bh,16'12''791,16'13''151,tr,0,0
fh,16'13''151,16'13''511,br,0,0
fh,16'13''511,16'13''990,tr,0,0
bl,16'13''990,16'14''750,bl,0,0
fh,16'14''750,16'15''311,tl,0,0
bl,16'15''311,16'15''590,bl,0,0
fh,16'15''590,16'16''270,tl,0,1
fl,16'16''270,16'16''471,bl,0,0
bl,16'39''385,16'40''597,tr,1,0
fh,16'40''597,16'41''757,bl,0,0
fh,16'41''757,16'42''476,tl,0,0
fl,16'42''476,16'43''317,br,0,0
fh,16'43''317,16'44''396,tr,0,0
bl,16'44''396,16'44''755,br,0,0
fh,16'44''755,16'45''276,tr,0,0
bh,16'45''276,16'45''557,br,0,0
fh,16'45''557,16'46''116,tr,0,0
bl,16'46''116,16'46''477,br,0,0
fh,16'46''477,16'47''478,tr,0,0
bh,16'47''478,16'47''797,br,0,0
fh,16'47''797,16'48''436,tl,0,0
bl,16'48''436,16'49''276,br,0,0
fh,16'49''276,16'50''596,tr,0,0
fl,16'50''596,16'51''076,br,0,0
fh,16'51''076,16'52''237,tl,0,0
fh,16'52''237,16'52''476,bl,0,0
fh,16'52''476,16'53''116,tl,0,0
fh,16'53''116,16'53''796,br,0,0
fh,16'53''796,16'54''556,tr,0,1
bl,16'54''556,16'54''916,br,0,0
bl,17'21''367,17'22''437,tr,1,0
bl,18'14''137,18'15''116,br,1,0
fh,18'15''116,18'15''956,tr,0,0
fh,18'15''956,18'17''715,br,0,0
bl,18'17''715,18'18''077,tr,0,0
fh,18'18''077,18'18''836,br,0,0
fh,18'18''836,18'19''316,tr,0,0
bl,18'19''316,18'20''116,br,0,0
fh,18'20''116,18'21''116,tr,0,1
bl,18'41''367,18'42''477,tr,1,0
fh,18'42''477,18'42''916,bl,0,0
bh,18'42''916,18'43''277,tr,0,0
fh,18'43''277,18'43''597,bl,0,0
fl,18'43''597,18'44''116,tl,0,1
fh,18'44''116,18'45''235,br,0,0
bl,19'06''019,19'07''037,tr,1,0
fh,19'07''037,19'08''116,br,0,0
bh,19'08''116,19'08''516,tr,0,0
fh,19'08''516,19'09''036,br,0,0
fh,19'09''036,19'09''636,tr,0,0
fh,19'09''636,19'10''316,br,0,1
bh,19'10''316,19'10''997,tr,0,0
bl,19'36''237,19'37''316,bl,1,0
fh,19'37''316,19'37''716,tl,0,0
fh,19'37''716,19'38''077,bl,0,0
bh,19'38''077,19'38''516,tr,0,0
fh,19'38''516,19'39''036,bl,0,0
fh,19'39''036,19'39''717,tl,0,0
fl,19'39''717,19'40''596,bl,0,0
fh,19'40''596,19'41''597,tl,0,0
bl,19'41''597,19'42''596,bl,0,0
fh,19'42''596,19'43''756,tl,0,0
bh,19'43''756,19'44''076,bl,0,0
bh,19'44''076,19'44''756,tr,0,0
fl,19'44''756,19'45''557,br,0,0
fh,19'45''557,19'46''677,tl,0,1
bl,22'16''649,22'17''876,br,1,0
fh,22'17''876,22'18''396,tl,0,0
fh,22'18''396,22'18''678,bl,0,0
fh,22'18''678,22'19''237,tl,0,0
fh,22'19''237,22'19''877,br,0,0
bl,22'32''468,22'33''597,br,1,0
fh,22'33''597,22'34''038,tr,0,0
bh,22'34''038,22'34''477,bl,0,0
fh,22'34''477,22'34''837,tl,0,1
bh,22'34''837,22'35''197,bl,0,0
bl,22'51''398,22'52''398,tr,1,0
fh,22'52''398,22'52''917,bl,0,0
fh,22'52''917,22'53''477,tl,0,0
bh,22'53''477,22'54''197,bl,0,0
fh,22'54''197,22'54''919,tl,0,0
fh,22'54''919,22'55''237,br,0,1
fh,22'55''237,22'55''676,tl,0,0
bl,23'09''367,23'10''798,bl,1,0
fh,23'10''798,23'11''359,tl,0,0
fh,23'11''359,23'11''877,bl,0,0
bh,23'11''877,23'12''277,tl,0,0
bh,23'12''277,23'12''758,bl,0,0
fh,23'12''758,23'13''238,tr,0,1
fl,23'13''238,23'13''958,br,0,0
bl,23'29''846,23'30''903,tr,1,0
fh,23'30''903,23'31''318,br,0,0
fh,23'31''318,23'31''798,tr,0,0
fh,23'31''798,23'32''318,br,0,1
bh,23'32''318,23'33''278,tr,0,0
bl,23'49''764,23'50''838,bl,1,0
fh,23'50''838,23'51''277,tr,0,0
bh,23'51''277,23'51''638,bl,0,0
fh,23'51''638,23'52''117,tr,0,0
bh,23'52''117,23'52''759,bl,0,0
fh,23'52''759,23'53''359,tl,0,0
bh,23'53''359,23'54''039,bl,0,0
fh,23'54''039,23'54''358,tr,0,0
fh,23'54''358,23'54''718,br,0,1
bh,23'54''718,23'55''078,tr,0,0
bl,24'15''106,24'16''118,bl,1,0
fh,24'16''118,24'16''557,tl,0,0
bh,24'16''557,24'17''317,bl,0,0
fh,24'17''317,24'18''318,tl,0,1
bl,24'18''318,24'18''718,bl,0,0
bl,24'41''764,24'42''958,tr,1,0
fh,24'42''958,24'43''277,br,0,0
fl,24'43''277,24'44''197,tr,0,0
fh,24'44''197,24'45''758,br,0,1
bl,24'45''758,24'45''957,tl,0,0
fl,25'01''397,25'02''397,tr,0,0
fh,25'02''397,25'03''318,bl,0,0
bh,25'03''318,25'03''734,tl,0,1
bh,25'03''734,25'04''198,bl,0,0
bl,25'20''567,25'21''638,tl,1,0
fh,25'21''638,25'22''518,br,0,1
fh,25'22''518,25'22''797,tl,0,0
bl,25'38''967,25'40''997,bl,1,0
fh,25'40''997,25'41''237,tl,0,0
fh,25'41''237,25'41''718,bl,0,0
bl,25'41''718,25'42''357,tl,0,0
fh ,25'42''357,25'43''877,bl,0,0
bl,25'43''877,25'44''238,tr,0,0
fh,25'44''238,25'44''958,br,0,0
fl,25'44''958,25'45''839,tr,0,0
fh,25'45''839,25'47''397,br,0,0
fl,25'47''397,25'48''118,tr,0,0
fh,25'48''118,25'48''837,bl,0,1
bl,25'48''837,25'49''157,tl,0,0
bl,26'12''364,26'13''478,bl,1,0
fh,26'13''478,26'13''838,tr,0,0
fh,26'13''838,26'14''198,br,0,0
fh,26'14''198,26'14''677,tr,0,1
fh,26'14''677,26'15''397,br,0,0
bl,26'34''167,26'35''208,tl,1,0
fh,26'35''208,26'35''688,bl,0,0
fh,26'35''688,26'36''169,tl,0,0
bh,26'36''169,26'36''609,bl,0,0
bh,26'36''609,26'37''129,tl,0,0
bh,26'37''129,26'37''768,bl,0,0
fh,26'37''768,26'38''209,tl,0,0
bh,26'38''209,26'38''569,bl,0,0
fh,26'38''569,26'39''008,tr,0,0
fh,26'39''008,26'39''408,br,0,0
bh,26'39''408,26'39''808,tl,0,0
bl,26'39''808,26'40''609,bl,0,0
fh,26'40''609,26'41''168,tl,0,1
bh,26'41''168,26'41''569,bl,0,0
bl,27'10''467,27'11''568,tr,1,0
fh,27'11''568,27'12''008,br,0,1
fh,27'12''008,27'12''648,tr,0,0
bl,27'31''567,27'32''649,br,1,0
fh,27'32''649,27'33''128,tl,0,0
bh,27'33''128,27'33''448,bl,0,0
fh,27'33''448,27'34''049,tl,0,0
bh,27'34''049,27'34''608,bl,0,0
fl,27'34''608,27'35''529,tr,0,0
fh,27'35''529,27'36''808,br,0,1
bl,27'36''808,27'37''049,tr,0,0
bl,28'02''137,28'03''169,bl,1,0
fh,28'03''169,28'03''608,tr,0,1
bl,28'03''608,28'04''287,br,0,0
bl,28'22''346,28'23''409,tl,1,0
fh,28'23''409,28'23''928,bl,0,0
bh,28'23''928,28'24''529,tl,0,0
fh,28'24''529,28'24''928,bl,0,1
bl,28'40''649,28'41''928,bl,1,0
fh,28'41''928,28'42''408,tl,0,0
fh,28'42''408,28'42''888,br,0,1
bl,30'14''249,30'15''368,bl,1,0
fh,30'15''368,30'15''770,tr,0,0
fh,30'15''770,30'16''170,br,0,0
bl,30'16''170,30'16''968,tr,0,0
fh,30'16''968,30'17''970,br,0,1
bl,30'17''970,30'18''329,tl,0,0
bl,30'32''248,30'33''369,bl,1,1
fh,30'33''369,30'33''769,tl,0,0
bl,30'46''816,30'47''970,bl,1,0
bh,30'47''970,30'48''409,tr,0,0
bh,30'48''409,30'48''890,bl,0,0
bh,30'48''890,30'49''409,tr,0,0
fh,30'49''409,30'50''730,br,0,0
fl,30'50''730,30'51''168,tr,0,0
fh,30'51''168,30'51''768,br,0,1
bl,31'07''267,31'08''310,bl,1,0
fh,31'08''310,31'09''369,tl,0,0
bl,31'09''369,31'09''690,bl,0,0
fh,31'09''690,31'10''250,tr,0,0
fh,31'10''250,31'10''529,bl,0,0
fh,31'10''529,31'10''929,tl,0,0
bh,31'10''929,31'11''289,bl,0,0
bl,31'11''289,31'13''289,tl,0,0
fh,31'13''289,31'14''329,bl,0,1
fl,31'14''329,31'14''570,tl,0,0
bl,31'38''764,31'39''890,bl,1,0
fh,31'39''890,31'40''410,tl,0,0
fh,31'40''410,31'40''729,bl,0,0
bh,31'40''729,31'41''168,tl,0,1
bh,31'41''168,31'41''610,bl,0,0
bl,32'03''762,32'04''809,tr,1,0
fh,32'04''809,32'05''809,br,0,0
fh,32'05''809,32'06''328,tr,0,1
bl,32'22''037,32'23''169,tr,1,0
fh,32'23''169,32'23''608,bl,0,0
bh,32'23''608,32'24''089,tl,0,0
fh,32'24''089,32'25''248,bl,0,0
fl,32'25''248,32'25''610,tl,0,0
fh,32'25''610,32'26''250,br,0,0
bl,32'26''250,32'26''929,tl,0,0
fh,32'26''929,32'28''249,bl,0,0
bl,32'28''249,32'28''609,tl,0,0
bh,32'28''609,32'29''369,bl,0,0
fh,32'29''369,32'29''809,tl,0,1
fl,32'29''809,32'30''167,bl,0,0
bl,32'51''349,32'52''410,tr,1,1
fh,32'52''410,32'53''330,br,0,0
bl,33'15''732,33'16''849,tr,1,0
fh,33'16''849,33'17''329,bl,0,0
fh,33'17''329,33'17''810,tl,0,0
bh,33'17''810,33'18''170,br,0,0
fh,33'18''170,33'18''730,tr,0,0
fl,33'18''730,33'19''490,br,0,0
fh,33'19''490,33'20''410,tr,0,0
fl,33'20''410,33'21''329,br,0,0
fh,33'21''329,33'22''330,tl,0,0
bl,33'22''330,33'22''890,bl,0,0
fh,33'22''890,33'23''450,tl,0,0
fl,33'23''450,33'24''129,bl,0,0
fh,33'24''129,33'24''449,tl,0,0
bl,33'24''449,33'24''930,bl,0,0
fh,33'24''930,33'25''889,tr,0,1
bl,33'58''624,33'59''889,tr,1,0
fh,33'59''889,34'00''809,br,0,0
fh,34'00''809,34'01''769,tr,0,0
fh,34'01''769,34'02''650,br,0,0
fh,34'02''650,34'03''050,tr,0,0
fh,34'03''050,34'03''370,br,0,0
fh,34'03''370,34'03''971,tl,0,0
fh,34'03''971,34'04''529,bl,0,0
fl,34'04''529,34'04''970,tr,0,0
bl,34'04''970,34'06''170,bl,0,0
fh,34'06''170,34'07''250,tl,0,1
bl,34'48''134,34'49''009,tl,1,0
fh,34'49''009,34'49''449,bl,0,0
fh,34'49''449,34'49''809,tl,0,0
fh,34'49''809,34'50''010,bl,0,1
fh,34'50''010,34'50''490,tl,0,0
bl,35'14''137,35'15''051,bl,1,0
fh,35'15''051,35'15''490,tl,0,1
bl,35'15''490,35'16''370,bl,0,0
bl,35'37''534,35'38''649,tl,1,0
fh,35'38''649,35'39''209,br,0,0
fh,35'39''209,35'39''969,tl,0,1
bh,35'39''969,35'40''809,bl,0,0
bl,36'08''167,36'09''248,tl,1,0
fh,36'09''248,36'09''769,bl,0,0
fh ,36'09''769,36'10''410,tl,0,0
fh,36'10''410,36'11''449,bl,0,1
bl,36'11''449,36'11''770,tr,0,0
bl,36'40''641,36'41''776,bl,1,0
fh,36'41''776,36'42''216,tr,0,0
fh,36'42''216,36'42''656,br,0,0
bh,36'42''656,36'43''137,tr,0,0
fh,36'43''137,36'43''577,br,0,1
bh,36'43''577,36'44''016,tr,0,0
bl,37'04''486,37'05''936,bl,1,0
fh,37'05''936,37'06''816,tl,0,0
fh,37'06''816,37'07''295,bl,0,1
bh,37'07''295,37'07''696,tl,0,0
bl,37'26''134,37'27''095,bl,1,0
fh,37'27''095,37'27''575,tr,0,0
bh,37'27''575,37'28''176,bl,0,0
fl,37'28''176,37'28''696,tl,0,0
fh,37'28''696,37'29''776,bl,0,0
bl,37'29''776,37'30''657,tr,0,0
fh,37'30''657,37'32''256,bl,0,0
bl,37'32''256,37'32''736,tl,0,0
fh,37'32''736,37'33''656,bl,0,0
fl,37'33''656,37'34''375,tl,0,1
fh,37'34''375,37'35''256,br,0,0
bl,38'06''764,38'07''817,tr,1,1
fh,38'07''817,38'08''736,br,0,0
bl,38'32''737,38'33''856,tr,1,0
fh,38'33''856,38'34''376,bl,0,0
fh,38'34''376,38'34''856,tl,0,0
fh,38'34''856,38'35''576,bl,0,1
fl,38'35''576,38'36''056,tr,0,0
bl,39'00''657,39'01''777,bl,1,0
fh,39'01''777,39'02''215,tl,0,0
bh,39'02''215,39'02''736,bl,0,0
fh,39'02''736,39'03''336,tl,0,0
fh,39'03''336,39'04''535,bl,0,0
bl,39'04''535,39'04''975,tl,0,0
fh,39'04''975,39'05''576,bl,0,0
fh,39'05''576,39'06''176,tr,0,1
bh,39'06''176,39'07''215,bl,0,0
bl,40'00''438,40'01''616,tl,1,0
fh,40'01''616,40'02''097,br,0,0
fh,40'02''097,40'02''576,tr,0,0
bh,40'02''576,40'03''136,bl,0,0
bh,40'03''136,40'03''777,tl,0,0
bh,40'03''777,40'04''416,bl,0,0
bh,40'04''416,40'04''896,tr,0,0
fh,40'04''896,40'05''537,br,0,0
fh,40'05''537,40'06''257,tl,0,0
bl,40'06''257,40'07''137,bl,0,0
fh,40'07''137,40'08''616,tl,0,0
bh,40'08''616,40'09''256,bl,0,0
fh,40'09''256,40'10''217,tr,0,0
bl,40'10''217,40'11''096,br,0,0
fh,40'11''096,40'12''416,tr,0,0
bl,40'12''416,40'12''816,br,0,0
fh,40'12''816,40'13''496,tl,0,0
bl,40'13''496,40'14''177,br,0,0
fh,40'14''177,40'15''496,tr,0,1
bl,40'15''496,40'15''856,bl,0,0
bl,40'43''862,40'45''097,tl,1,0
fh,40'45''097,40'45''536,bl,0,0
fl,40'45''536,40'46''177,tl,0,0
fh,40'46''177,40'47''496,bl,0,0
bh,40'47''496,40'47''816,tr,0,0
fh,40'47''816,40'48''456,br,0,0
bh,40'48''456,40'49''176,tr,0,1
bl,40'49''176,40'50''217,bl,0,0
bl,41'26''067,41'27''137,tl,1,0
fh,41'27''137,41'27''536,br,0,0
bh,41'27''536,41'27''936,tr,0,0
fh ,41'27''936,41'28''536,br,0,0
fh,41'28''536,41'29''137,tr,0,1
fh,41'29''137,41'29''576,br,0,0
bl,41'54''438,41'55''537,tl,1,0
fh,41'55''537,41'55''976,bl,0,0
fh,41'55''976,41'56''256,tl,0,0
fh,41'56''256,41'56''657,bl,0,0
bh,41'56''657,41'57''376,tr,0,0
fh,41'57''376,41'58''456,bl,0,0
fh,41'58''456,42'00''137,tl,0,0
bl,42'00''137,42'00''616,bl,0,0
fh,42'00''616,42'01''737,tr,0,0
fh,42'01''737,42'02''576,br,0,0
fh,42'02''576,42'03''216,tr,0,0
bl,42'03''216,42'04''016,br,0,0
fh,42'04''016,42'05''056,tl,0,0
fh,42'05''056,42'05''496,bl,0,0
fh,42'05''496,42'05''897,tl,0,0
fh,42'05''897,42'06''456,bl,0,0
fh,42'06''456,42'07''057,tl,0,1
fh,42'07''057,42'07''656,br,0,0
bl,44'40''537,44'41''664,bl,1,0
fh,44'41''664,44'42''145,tl,0,0
bh,44'42''145,44'42''465,bl,0,1
bl,44'42''465,44'42''865,tr,0,0
bl,44'58''179,44'59''264,bl,1,0
fh,44'59''264,44'59''704,tr,0,0
