name,start,end,position,first,score
bl,08'50''256,08'51''118,tr,1,0
fh,08'51''118,08'51''998,bl,0,0
fl,08'51''998,08'52''439,tr,0,0
fh,08'52''439,08'53''479,br,0,0
fh,08'53''479,08'54''079,tr,0,0
bl,08'54''079,08'54''518,bl,0,0
fh,08'54''518,08'55''835,tl,0,0
fl,08'55''835,08'56''278,bl,0,0
fh,08'56''278,08'57''238,tl,0,0
bl,08'57''238,08'57''599,br,0,0
fh,08'57''599,08'58''119,tr,0,1
fl,08'58''119,08'58''838,br,0,0
bl,09'18''475,09'19''478,tl,1,0
bh,09'19''478,09'20''078,br,0,0
bh,09'20''078,09'20''399,tr,0,0
fl,09'20''399,09'21''038,bl,0,0
bh,09'21''038,09'21''638,tr,0,0
bh,09'21''638,09'22''119,bl,0,0
fh,09'22''119,09'22''719,tl,0,0
fh,09'22''719,09'22''998,bl,0,0
fh,09'22''998,09'24''159,tl,0,1
bl,10'24''399,10'25''400,tr,1,0
fh,10'25''400,10'25''958,bl,0,0
fh,10'25''958,10'26''358,tl,0,0
fh,10'26''358,10'26''558,bl,0,0
fh,10'26''558,10'26''959,tl,0,0
fh,10'26''959,10'27''318,bl,0,0
fh,10'27''318,10'28''318,tr,0,0
fl,10'28''318,10'28''639,br,0,0
bh,10'28''639,10'29''479,tr,0,0
bh,10'29''479,10'30''318,bl,0,0
bl,10'30''318,10'31''038,tr,0,0
bh,10'31''038,10'31''798,bl,0,0
bh,10'31''798,10'32''599,tr,0,1
bl,10'44''115,10'45''251,tl,1,0
fh,10'45''251,10'45''958,br,0,0
bl,10'45''958,10'46''718,tr,0,0
fh,10'46''718,10'47''759,bl,0,0
bl,10'47''759,10'48''119,tl,0,0
fh,10'48''119,10'48''799,bl,0,0
fl,10'48''799,10'49''558,tl,0,0
fh,10'49''558,10'51''399,bl,0,0
fl,10'51''399,10'52''238,tr,0,0
fh,10'52''238,10'53''559,bl,0,0
fl,10'53''559,10'54''319,tr,0,0
fh,10'54''319,10'55''279,br,0,0
bh,10'55''279,10'55''718,tr,0,0
fh,10'55''718,10'56''279,br,0,0
bl,10'56''279,10'57''118,tl,0,0
fh,10'57''118,10'58''238,bl,0,0
fl,10'58''238,10'58''679,tr,0,0
bh,10'58''679,10'59''438,bl,0,0
fl,10'59''438,11'00''239,tl,0,0
fh,11'00''239,11'02''119,bl,0,0
fh,11'02''119,11'02''798,tr,0,0
bh,11'02''798,11'03''438,bl,0,0
bh,11'03''438,11'04''039,tr,0,0
fh,11'04''039,11'04''558,br,0,0
bh,11'04''558,11'05''160,tr,0,0
fh,11'05''160,11'06''239,bl,0,0
fl,11'06''239,11'07''238,tl,0,0
fh,11'07''238,11'08''599,br,0,0
bl,11'08''599,11'08''958,tr,0,0
fh,11'08''958,11'09''679,br,0,0
fh,11'09''679,11'10''558,tr,0,0
fh,11'10''558,11'11''319,br,0,0
fh,11'11''319,11'11''799,tr,0,0
fh,11'11''799,11'12''398,bl,0,0
fh,11'12''398,11'12''798,tl,0,0
fh,11'12''798,11'13''478,bl,0,0
fl,11'13''478,11'14''279,tl,0,0
fh,11'14''279,11'15''958,bl,0,1
bl,11'39''020,11'40''038,br,1,0
fh,11'40''038,11'40''519,tl,0,0
fl,11'40''519,11'41''279,bl,0,0
fh,11'41''279,11'42''039,tr,0,1
bl,11'42''039,11'42''678,br,0,0
bl,12'00''554,12'01''758,tr,1,0
fh,12'01''758,12'02''159,bl,0,0
fhy,12'02''159,12'02''759,tl,0,0
fh,12'02''759,12'03''679,br,0,0
fl,12'03''679,12'04''119,tl,0,0
fh,12'04''119,12'05''519,br,0,0
bl,12'05''519,12'05''918,tr,0,0
fh,12'05''918,12'06''518,br,0,0
fl,12'06''518,12'07''279,tl,0,0
fh,12'07''279,12'08''999,bl,0,0
bl,12'08''999,12'09''479,tr,0,0
fl,12'09''479,12'10''519,br,0,1
bl ,12'31''654,12'32''679,bl,1,0
fh,12'32''679,12'33''999,tr,0,1
bl,12'46''443,12'47''559,tl,1,0
bh,12'47''559,12'48''118,br,0,0
bh,12'48''118,12'48''518,tr,0,0
fh,12'48''518,12'49''039,bl,0,0
bh,12'49''039,12'49''438,tr,0,0
fh,12'49''438,12'49''799,bl,0,0
fh,12'49''799,12'50''478,tl,0,0
bl,12'50''478,12'51''278,bl,0,0
fh,12'51''278,12'52''238,tl,0,0
bh,12'52''238,12'52''958,bl,0,0
fh,12'52''958,12'53''398,tr,0,0
fh,12'53''398,12'53''838,bl,0,1
fh,12'53''838,12'54''359,tl,0,0
bl,13'13''554,13'14''519,br,1,0
fh,13'14''519,13'15''039,tl,0,0
bh,13'15''039,13'15''398,bl,0,0
fh,13'15''398,13'16''158,tl,0,0
fh,13'16''158,13'16''959,br,0,0
fl,13'16''959,13'17''719,tl,0,0
fh,13'17''719,13'18''559,bl,0,0
bl,13'18''559,13'18''918,tl,0,0
bh,13'18''918,13'19''518,bl,0,0
fh,13'19''518,13'20''039,tl,0,0
fl,13'20''039,13'21''000,br,0,0
fh,13'21''000,13'22''358,tl,0,1
bl,13'41''552,13'42''878,tr,1,0
fh,13'42''878,13'43''239,bl,0,0
fh,13'43''239,13'43''719,tl,0,0
fh,13'43''719,13'44''439,br,0,0
fh,13'44''439,13'44''879,tr,0,0
bl,13'44''879,13'45''558,br,0,0
fh,13'45''558,13'47''359,tr,0,1
bl,14'03''012,14'04''039,tl,1,0
bh,14'04''039,14'04''518,br,0,0
bl,14'04''518,14'05''199,tr,0,0
bl,14'05''199,14'06''079,bl,0,0
fh,14'06''079,14'07''198,tr,0,0
fh,14'07''198,14'07''598,br,0,0
fl,14'07''598,14'08''599,tr,0,0
fh,14'08''599,14'08''999,bl,0,0
fh,14'08''999,14'09''758,tr,0,0
fl,14'09''758,14'10''879,br,0,0
fh,14'10''879,14'11''358,tr,0,0
fl,14'11''358,14'11''759,bl,0,0
fh,14'11''759,14'12''278,tl,0,0
fh,14'12''278,14'12''638,bl,0,0
fh,14'12''638,14'13''199,tl,0,1
bl,14'13''199,14'31''994,bl,0,0
bl,14'37''359,14'38''399,tr,1,0
fl,14'38''399,14'39''158,bl,0,1
bl,15'17''665,15'18''759,bl,1,0
fh,15'18''759,15'19''799,tr,0,0
fh,15'19''799,15'20''158,br,0,1
bh,15'20''158,15'20''960,tr,0,0
bl,15'33''754,15'34''758,br,1,0
fl,15'34''758,15'35''599,tl,0,0
fh,15'35''599,15'36''518,br,0,0
fl,15'36''518,15'37''399,tl,0,0
fh,15'37''399,15'38''758,bl,0,0
fh,15'38''758,15'39''199,tl,0,0
bh,15'39''199,15'39''879,bl,0,0
fl,15'39''879,15'40''558,tl,0,1
bl,15'55''998,15'56''918,tr,1,0
fl,15'56''918,15'57''559,br,0,1
bl,16'15''234,16'16''239,bl,1,0
fh,16'16''239,16'16''919,tr,0,0
fh,16'16''919,16'17''399,bl,0,0
fh,16'17''399,16'18''238,tl,0,0
bl,16'18''238,16'18''998,bl,0,0
bh,16'18''998,16'19''758,tr,0,0
bh,16'19''758,16'20''478,bl,0,1
fh,16'20''478,16'20''878,tl,0,0
bl,16'37''885,16'38''879,br,1,1
fh,16'38''879,16'39''398,tl,0,0
bl,16'55''963,16'56''919,bl,1,0
fl,16'56''919,16'57''478,tr,0,0
fh,16'57''478,16'57''799,br,0,0
bh,16'57''799,16'58''199,tr,0,0
fh,16'58''199,16'58''718,bl,0,0
bl,16'58''718,16'59''399,tr,0,0
fh,16'59''399,17'00''039,br,0,1
bl,17'00''039,17'00''799,tr,0,0
bl,17'17''854,17'18''839,br,1,0
fh,17'18''839,17'19''358,tl,0,0
bh,17'19''358,17'19''798,bl,0,0
fh,17'19''798,17'20''399,tl,0,0
fh,17'20''399,17'20''759,bl,0,0
fh,17'20''759,17'21''399,tl,0,0
bl,17'21''399,17'21''719,l,0,0
bl,17'34''558,17'35''559,tr,1,0
bh,17'35''559,17'35''998,bl,0,0
bh,17'35''998,17'36''440,tl,0,1
fh,17'36''440,17'36''958,bl,0,0
bl,17'50''554,17'51''679,tr,1,0
fh,17'51''679,17'52''154,bl,0,0
bh,17'52''154,17'52''799,tr,0,0
fh,17'52''799,17'53''638,bl,0,0
fh,17'53''638,17'54''079,tl,0,0
bh,17'54''079,17'54''878,bl,0,0
bh,17'54''878,17'55''518,tr,0,0
bh,17'55''518,17'56''198,bl,0,0
fh,17'56''198,17'56''719,tl,0,0
bl,17'56''719,17'57''478,bl,0,0
bh,17'57''478,17'58''439,tr,0,1
bl,18'15''756,18'16''799,tl,1,0
bh,18'16''799,18'17''319,br,0,0
bh,18'17''319,18'17''718,tr,0,1
bl,18'17''718,18'18''758,bl,0,0
bl,18'34''665,18'35''639,tr,1,0
fh,18'35''639,18'36''598,bl,0,1
bl,18'36''598,18'36''959,tl,0,0
bl,18'50''330,18'51''318,bl,1,0
bh,18'51''318,18'51''918,tr,0,0
bh,18'51''918,18'52''319,br,0,0
bl,18'52''319,18'52''833,tr,0,0
bl,18'52''833,18'53''599,bl,0,0
fh,18'53''599,18'54''598,tl,0,0
bh,18'54''598,18'55''118,bl,0,1
fl,18'55''118,18'55''598,tl,0,0
bl,19'10''857,19'11''838,br,1,0
fh,19'11''838,19'12''398,tl,0,0
bh,19'12''398,19'12''878,bl,0,0
fh,19'12''878,19'13''878,tl,0,0
bl,19'13''878,19'14''240,br,0,0
fh,19'14''240,19'15''039,tl,0,0
bl,19'15''039,19'15''880,bl,0,0
fh,19'15''880,19'16''799,tl,0,0
bl,19'16''799,19'17''638,bl,0,0
bh,19'17''638,19'18''478,tr,0,0
fh,19'18''478,19'19''518,bl,0,1
bh,19'19''518,19'19''878,tr,0,0
bl,19'36''008,19'37''118,bl,1,0
bh,19'37''118,19'37''639,tr,0,0
bh,19'37''639,19'38''358,bl,0,0
bl,19'38''358,19'39''399,tr,0,0
fh,19'39''399,19'40''358,bl,0,0
fl,19'40''358,19'40''799,tl,0,0
fh,19'40''799,19'41''438,bl,0,0
fh,19'41''438,19'42''078,tl,0,1
bl,20'17''310,20'18''318,tl,1,0
fh,20'18''318,20'19''199,br,0,0
bh,20'19''199,20'19''598,tr,0,0
fh,20'19''598,20'20''038,br,0,1
bh,20'20''038,20'20''439,tr,0,0
bl,20'37''069,20'38''079,br,1,0
bh,20'38''079,20'38''519,tl,0,0
bl,20'38''519,20'39''159,bl,0,0
fh,20'39''159,20'40''718,tr,0,1
bl,20'40''718,20'41''079,br,0,0
bl,21'02''554,21'03''516,tr,1,0
fh,21'03''516,21'03''958,bl,0,0
fh,21'03''958,21'04''399,tl,0,0
fh,21'04''399,21'05''039,bl,0,1
fl,21'05''039,21'05''719,tl,0,0
bl,21'21''254,21'22''279,bl,1,0
bh,21'22''279,21'22''759,tr,0,0
bh,21'22''759,21'23''119,bl,0,1
bl,21'23''119,21'24''118,tr,0,0
bl,21'37''150,21'38''198,br,1,0
fh,21'38''198,21'39''078,tl,0,0
fl,21'39''078,21'39''719,br,0,0
bl,21'55''778,21'56''881,tl,1,1
fh,21'56''881,21'57''679,br,0,0
bl,22'12''263,22'13''238,tr,1,0
fh,22'13''238,22'13''759,bl,0,0
fh,22'13''759,22'14''118,tl,0,0
fh,22'14''118,22'14''559,br,0,0
fl,22'14''559,22'15''519,tl,0,0
bh,22'15''519,22'16''279,bl,0,0
fh,22'16''279,22'16''959,tr,0,0
bl,22'16''959,22'17''958,bl,0,0
bh,22'17''958,22'18''838,tl,0,0
bh,22'18''838,22'19''437,bl,0,0
fl,22'19''437,22'20''398,tl,0,0
fh,22'20''398,22'21''639,br,0,0
fh,22'21''639,22'21''998,tr,0,0
fh,22'21''998,22'22''358,br,0,0
bh,22'22''358,22'23''079,tr,0,1
bl,22'40''456,22'41''479,tl,1,0
fh,22'41''479,22'42''318,br,0,0
fh,22'42''318,22'42''638,tr,0,0
fh,22'42''638,22'43''278,br,0,0
bh,22'43''278,22'43''959,tr,0,0
fh,22'43''959,22'44''358,br,0,0
fl,22'44''358,22'44''958,tl,0,0
fh,22'44''958,22'45''721,bl,0,0
fl,22'45''721,22'46''439,tl,0,0
fh,22'46''439,22'47''838,bl,0,0
fl,22'47''838,22'48''518,tr,0,0
fh,22'48''518,22'49''518,br,0,0
bh,22'49''518,22'49''959,tr,0,0
bh,22'49''959,22'51''079,bl,0,0
fh,22'51''079,22'51''958,tl,0,0
bh,22'51''958,22'52''479,bl,0,1
fh,22'52''479,22'53''558,tr,0,0
bl,23'18''518,23'19''718,br,1,0
fh,23'19''718,23'20''638,tr,0,0
fh,23'20''638,23'21''198,br,0,0
fh,23'21''198,23'21''799,tl,0,0
fl,23'21''799,23'22''598,br,0,0
fh,23'22''598,23'23''278,tr,0,1
fl,23'23''278,23'23''719,br,0,0
bl,23'47''996,23'48''959,tr,1,0
fh,23'48''959,23'49''358,bl,0,0
fh,23'49''358,23'49''718,tl,0,0
fh,23'49''718,23'50''038,br,0,0
bl,23'50''038,23'50''759,tr,0,0
fh,23'50''759,23'51''639,br,0,1
fl,23'51''639,23'52''199,tl,0,0
bl,24'07''852,24'08''838,br,1,0
fh,24'08''838,24'09''439,tl,0,0
fh,24'09''439,24'10''319,bl,0,0
fh,24'10''319,24'10''676,tl,0,1
bh,24'10''676,24'11''279,bl,0,0
bl,24'28''357,24'29''319,tl,1,0
fh,24'29''319,24'29''838,br,0,0
fh,24'29''838,24'30''320,tl,0,0
fl,24'30''320,24'31''278,br,0,0
fh,24'31''278,24'31''918,tr,0,0
fl,24'31''918,24'32''398,br,0,1
fl,24'32''398,24'33''440,tl,0,0
bl,24'56''456,24'57''436,bl,1,0
bh,24'57''436,24'57''838,tr,0,0
bh,24'57''838,24'58''559,bl,0,0
bh,24'58''559,24'58''960,tr,0,1
fh,24'58''960,24'59''398,bl,0,0
bl,26'06''951,26'07''918,tr,1,0
fl,26'07''918,26'08''479,bl,0,0
bh,26'08''479,26'08''999,tr,0,1
bh,26'08''999,26'09''279,bl,0,0
bl ,26'27''852,26'28''879,tl,1,0
bh,26'28''879,26'29''359,br,0,0
bh,26'29''359,26'29''918,tr,0,0
fh,26'29''918,26'31''478,br,0,1
bl,26'44''564,26'45''593,bl,1,0
bh,26'45''593,26'46''118,tr,0,0
bl,26'46''118,26'46''759,bl,0,0
fh,26'46''759,26'47''438,tl,0,1
fl,26'47''438,26'48''038,bl,0,0
bl,27'07''639,27'08''639,tr,1,0
fh,27'08''639,27'09''198,bl,0,1
bh,27'09''198,27'09''438,tr,0,0
bl,27'24''100,27'25''200,bl,1,0
fl,27'25''200,27'25''639,tr,0,0
fl,27'25''639,27'26''279,br,0,0
bl,27'26''279,27'27''119,tl,0,0
fh,27'27''119,27'28''279,br,0,0
bh,27'28''279,27'28''678,tl,0,0
fh,27'28''678,27'29''279,br,0,0
fl,27'29''279,27'29''718,tr,0,1
bl,27'47''231,27'48''278,tl,1,0
fh,27'48''278,27'48''799,br,0,0
fl,27'48''799,27'49''439,tr,0,0
bl,27'49''439,27'50''479,bl,0,0
fh,27'50''479,27'51''919,tr,0,0
bh,27'51''919,27'52''360,br,0,0
bh,27'52''360,27'52''999,tr,0,0
fl,27'52''999,27'53''799,br,0,0
bh,27'53''799,27'54''518,tr,0,0
fl,27'54''518,27'55''360,bl,0,0
fh,27'55''360,27'56''758,tr,0,1
fl,27'56''758,27'57''400,br,0,0
bl,28'17''627,28'18''373,tr,1,0
fh,28'18''373,28'19''078,bl,0,0
fh,28'19''078,28'19''804,tl,0,0
bl,28'19''804,28'20''280,bl,0,0
bh,28'20''280,28'20''964,tr,0,1
fl,28'20''964,28'21''680,br,0,0
bl,28'41''756,28'42''239,tl,1,0
fh,28'42''239,28'43''318,br,0,0
bh,28'43''318,28'43''838,tl,0,0
fl,28'43''838,28'44''599,br,0,0
bh,28'44''599,28'45''320,tr,0,0
bl,28'45''320,28'46''159,bl,0,0
bl,28'46''159,28'47''359,tr,0,0
fh,28'47''359,28'48''759,br,0,0
bl,28'48''759,28'49''239,tr,0,0
fh,28'49''239,28'49''679,br,0,0
fl,28'49''679,28'50''278,tr,0,0
fh,28'50''278,28'50''623,br,0,0
bl,28'50''623,28'51''247,tr,0,0
fh,28'51''247,28'52''439,bl,0,1
bh,28'52''439,28'52''839,tl,0,0
bl,29'15''985,29'17''239,br,1,0
bh,29'17''239,29'17''800,tl,0,0
fh,29'17''800,29'18''278,br,0,0
fh,29'18''278,29'18''920,tl,0,0
fl,29'18''920,29'19''798,br,0,0
bl,29'19''798,29'20''678,tr,0,0
bh,29'20''678,29'21''078,bl,0,0
bl,29'21''078,29'21''598,tr,0,0
fh,29'21''598,29'22''239,br,0,1
fh,29'22''239,29'22''597,tr,0,0
bl,29'51''866,29'52''682,bl,1,0
fh,29'52''682,29'53''199,tr,0,0
bh,29'53''199,29'53''839,bl,0,0
fh,29'53''839,29'54''400,tl,0,0
bh,29'54''400,29'54''759,bl,0,0
fh,29'54''759,29'55''479,tl,0,0
bl,29'55''479,29'55''800,br,0,0
fh,29'55''800,29'56''440,tl,0,0
bh,29'56''440,29'56''703,br,0,0
bh,29'56''703,29'57''400,tr,0,0
bl,29'57''400,29'57''959,br,0,1
fh,29'57''959,29'58''918,tl,0,0
bl,30'18''938,30'19''600,br,1,0
bl,31'23''940,31'25''078,tr,1,0
fh,31'25''078,31'25''678,bl,0,0
bh,31'25''678,21'36''210,tr,0,0
bh,21'36''210,31'26''960,bl,0,0
fh,31'26''960,31'27''678,tr,0,1
fh,31'27''678,31'28''039,bl,0,0
bl,31'46''702,31'47''139,tl,1,0
bh,31'47''139,31'47''599,br,0,0
bl,31'47''599,31'48''239,tr,0,0
bl,31'48''239,31'49''198,bl,0,0
fh,31'49''198,31'49''877,tl,0,1
bl,32'07''999,32'08''768,tr,1,1
fh,32'08''768,32'09''639,bl,0,0
bl,32'23''107,32'24''560,tl,1,0
bh,32'24''560,32'24''918,br,0,0
fh,32'24''918,32'25''478,tr,0,0
bh,32'25''478,32'25''756,br,0,0
fl,32'25''756,32'26''558,tl,0,0
fl,32'26''558,32'27''358,br,0,0
fh,32'27''358,32'28''638,tr,0,0
bl,32'28''638,32'29''079,br,0,0
fh,32'29''079,32'30''039,tl,0,0
fh,32'30''039,32'30''737,br,0,0
fh,32'30''737,32'31''478,tl,0,0
bl,32'31''478,32'32''198,bl,0,0
fh,32'32''198,32'33''441,tr,0,1
bl,32'33''441,32'33''919,br,0,1
bl,34'47''179,34'48''862,br,1,0
fh,34'48''862,34'49''399,tl,0,0
fh,34'49''399,34'50''038,br,0,0
bh,34'50''038,34'50''841,tr,0,0
fh,34'50''841,34'51''239,bl,0,1
bl,35'05''138,35'06''798,bl,1,0
fh,35'06''798,35'07''598,tr,0,0
fh,35'07''598,35'07''839,bl,0,0
fh,35'07''839,35'08''479,tr,0,0
fl,35'08''479,35'09''319,br,0,0
fh,35'09''319,35'10''264,tr,0,0
fh,35'10''264,35'10''759,bl,0,0
bl,35'10''759,35'11''567,tr,0,0
fh,35'11''567,35'11''881,bl,0,1
bl,35'32''998,35'33''417,br,1,0
bh,35'33''417,35'33''879,tl,0,0
bh,35'33''879,35'34''399,bl,0,0
fl,35'34''399,35'35''118,tl,0,0
bl,35'35''118,35'35''678,bl,0,0
bh,35'35''678,35'36''159,tr,0,1
bl,35'53''129,35'54''280,tr,1,0
fh,35'54''280,35'54''841,bl,0,0
bh,35'54''841,35'55''599,tr,0,0
bl,35'55''599,35'56''239,br,0,0
fh,35'56''239,35'57''120,tl,0,1
bl,36'40''439,36'41''968,tl,1,0
bh,36'41''968,36'42''480,br,0,0
bl,36'42''480,36'43''119,tr,0,0
fh,36'43''119,36'44''398,br,0,0
fh,36'44''398,36'44''959,tr,0,0
fh,36'44''959,36'45''799,br,0,1
bl,36'45''799,36'46''774,tl,0,0
bl,37'02''881,37'03''840,bl,1,0
fh,37'03''840,37'04''319,tr,0,0
fh,37'04''319,37'04''519,bl,0,0
fh,37'04''519,37'04''958,tl,0,0
fh,37'04''958,37'05''158,bl,0,0
bh,37'05''158,37'05''675,tl,0,0
fh,37'05''675,37'05''959,bl,0,0
fh,37'05''959,37'06''359,tr,0,0
fh,37'06''359,37'06''680,bl,0,0
bh,37'06''680,37'07''359,tr,0,1
fh,37'07''359,37'07''779,bl,0,0
bl,37'24''287,37'25''039,tr,1,0
bh,37'25''039,37'25''438,bl,0,0
bl,37'25''438,37'26''238,tr,0,0
fh,37'26''238,37'26''998,br,0,0
bl,37'26''998,37'27''640,tr,0,0
bh,37'27''640,37'28''169,bl,0,0
bh,37'28''169,37'28''879,tr,0,0
bh,37'28''879,37'29''478,bl,0,0
bh,37'29''478,37'30''159,tr,0,0
fh,37'30''159,37'30''459,bl,0,1
bh,37'30''459,37'31''159,tr,0,0
bl,37'52''012,37'53''718,br,1,0
bh,37'53''718,37'54''238,tl,0,0
bh,37'54''238,37'54''600,bl,0,0
fh,37'54''600,37'55''200,tl,0,0
bh,37'55''200,37'55''678,bl,0,0
fh,37'55''678,37'56''199,tr,0,0
fh,37'56''199,37'56''558,bl,0,0
fh,37'56''558,37'56''959,tr,0,0
fh,37'56''959,37'57''479,bl,0,1
fl,37'57''479,37'58''119,tl,0,0
bl,38'15''926,38'16''955,bl,1,0
fh,38'16''955,38'17''530,tr,0,0
bl,38'17''530,38'18''029,bl,0,0
fh,38'18''029,38'18''987,tl,0,0
fh,38'18''987,38'19''278,br,0,0
bh,38'19''278,38'19''809,tr,0,0
fh,38'19''809,38'20''038,br,0,0
fl,38'20''038,38'20''919,tr,0,0
bh,38'20''919,38'21''800,bl,0,1
bl,38'46''770,38'47''527,br,1,0
fh,38'47''527,38'48''599,tl,0,0
bl,38'48''599,38'49''559,bl,0,0
fh,38'49''559,38'50''399,tl,0,0
bl,38'50''399,38'51''351,bl,0,0
fh,38'51''351,38'53''279,tr,0,0
bl,38'53''279,38'53''794,br,0,0
fh,38'53''794,38'54''719,tl,0,0
bh,38'54''719,38'55''280,bl,0,0
bh,38'55''280,38'56''158,tr,0,0
fl,38'56''158,38'56''960,br,0,0
fh,38'56''960,38'58''000,tr,0,1
bl,38'58''000,38'58''358,br,0,0
bl,39'28''918,39'30''192,tl,1,0
fh,39'30''192,39'30''718,br,0,0
fh,39'30''718,39'31''159,tr,0,0
bh,39'31''159,39'31''598,bl,0,0
bh,39'31''598,39'32''439,tr,0,0
fh,39'32''439,39'32''958,br,0,0
bh,39'32''958,39'33''475,tr,0,0
fh,39'33''475,39'34''039,br,0,1
bl,39'34''039,39'34''558,tr,0,0
bl,39'59''541,40'00''279,bl,1,1
fl,40'00''279,40'01''278,tl,0,0
bl,40'36''991,40'37''919,tr,1,0
fh,40'37''919,40'38''439,bl,0,0
fh,40'38''439,48'38''850,tl,0,0
bl,48'38''850,48'39''318,bl,0,0
fh,48'39''318,40'40''787,tr,0,0
bh,40'40''787,40'41''238,br,0,0
fh,40'41''238,40'42''238,tl,0,1
bl,41'01''970,41'02''864,tl,1,0
bh,41'02''864,41'03''158,br,0,0
bl,41'03''158,41'03''891,tr,0,0
fh,41'03''891,41'05''355,bl,0,0
fh,41'05''355,41'05''879,tl,0,0
fh,41'05''879,41'06''558,br,0,0
bh,41'06''558,41'07''079,tr,0,1
fl,41'07''079,41'07''878,br,0,0
bl,41'24''914,41'25''868,tl,1,1
fl,41'25''868,41'26''400,bl,0,0
bl,41'46''943,41'47''521,tl,1,1
