name,start,end,position,first,score
bh,04'52''718,04'53''351,br,0,0
fh,04'53''351,04'53''998,tr,0,0
bl,04'53''998,04'54''629,bl,0,0
fh,04'54''629,04'56''038,tr,0,0
bl,04'56''038,04'56''558,br,0,0
fh,04'56''558,04'57''278,tr,0,0
bh,04'57''278,04'58''152,bl,0,0
fl,04'58''152,04'58''958,tr,0,0
fl,04'58''958,04'59''878,br,0,0
fh,04'59''878,05'00''358,tr,0,1
,,,,,
bl,05'21''166,05'22''438,tl,1,0
fl,05'22''438,05'22''878,bl,0,0
bh,05'22''878,05'23''361,tl,0,0
fh,05'23''361,05'23''554,bl,0,0
fh,05'23''554,05'23''998,tr,0,0
fl,05'23''998,05'24''678,br,0,1
fh,05'24''678,05'25''479,tr,0,0
,,,,,
bl,05'41''581,05'42''955,bl,1,0
fh,05'42''955,05'43''235,tr,0,1
fl,05'43''235,05'44''078,br,0,0
,,,,,
bl,05'56''016,05'57''020,tl,1,0
bh,05'57''020,05'57''394,br,0,0
fh,05'57''394,05'57''998,tr,0,0
fh,05'57''998,05'58''678,br,0,0
fh,05'58''678,05'59''301,tr,0,0
fl,05'59''301,06'00''025,br,0,0
fh,06'00''025,06'01''439,tr,0,0
bl,06'01''439,06'01''838,br,0,0
bh,06'01''838,06'03''238,tl,0,0
fh,06'03''238,06'04''197,bl,0,0
bl,06'04''197,06'04''755,tl,0,0
fh,06'04''755,06'05''598,bl,0,0
fh,06'05''598,06'06''078,tl,0,0
fl,06'06''078,06'06''879,br,0,0
bl,06'06''879,06'07''798,tl,0,1
fh,06'07''798,06'08''437,br,0,0
,,,,,
bl,06'29''042,06'30''159,tr,1,0
fh,06'30''159,06'30''758,bl,0,0
fh,06'30''758,06'31''278,tr,0,0
fh,06'31''278,06'31''639,br,0,0
fh,06'31''639,06'32''198,tr,0,0
bh,06'32''198,06'32''518,bl,0,1
fh,06'32''518,06'32''838,tr,0,0
,,,,,
bl,06'47''673,06'48''838,br,1,0
fh,06'48''838,06'49''358,tl,0,0
bh,06'49''358,06'49''998,bl,0,0
fh,06'49''998,06'51''278,tl,0,0
bl,06'51''278,06'51''878,bl,0,1
,,,,,
bl,07'03''671,07'05''999,bl,1,0
fl,07'05''999,07'06''598,tr,0,0
fh,07'06''598,07'07''518,bl,0,0
bl,07'07''518,07'08''024,tl,0,0
bh,07'08''024,07'08''558,bl,0,0
fh,07'08''558,07'09''158,tl,0,0
fh,07'09''158,07'09''720,bl,0,0
fh,07'09''720,07'10''518,tr,0,0
fh,07'10''518,07'10''878,bl,0,0
fh,07'10''878,07'11''558,tl,0,0
fl,07'11''558,07'12''238,bl,0,0
bh,07'12''238,07'12''958,tl,0,0
bh,07'12''958,07'13''438,bl,0,1
fh,07'13''438,07'14''278,tr,0,0
,,,,,
bl,07'31''496,07'32''637,br,1,0
fh,07'32''637,07'32''998,tl,0,0
bl,07'32''998,07'33''318,br,0,0
fh,07'33''318,07'34''638,tl,0,0
bh,07'34''638,07'35''238,br,0,0
bh,07'35''238,07'35''762,tl,0,0
fl,07'35''762,07'36''598,br,0,0
fh,07'36''598,07'37''598,tr,0,0
bh,07'37''598,07'37''958,br,0,0
fh,07'37''958,07'39''153,tl,0,0
bl,07'39''153,07'39''438,br,0,0
fh,07'39''438,07'40''434,tr,0,0
bl,07'40''434,07'40''958,br,0,0
fh,07'40''958,07'41''673,tr,0,0
fl,07'41''673,07'42''318,br,0,0
fh,07'42''318,07'43''278,tr,0,0
fl,07'43''278,07'43''799,br,0,0
fh,07'43''799,07'44''638,tr,0,0
bl,07'44''638,07'45''318,br,0,0
fh,07'45''318,07'46''636,tl,0,0
bl,07'46''636,07'46''996,bl,0,0
fh,07'46''996,07'47''639,tl,0,1
fh,07'47''639,07'48''118,bl,0,0
,,,,,
bl,08'13''561,08'14''954,tl,1,0
bh,08'14''954,08'15''360,br,0,0
fh,08'15''360,08'15''998,tr,0,0
fh,08'15''998,08'16''718,br,0,0
fh,08'16''718,08'17''358,tr,0,0
fh,08'17''358,08'17''715,br,0,0
bh,08'17''715,08'18''358,tl,0,0
fh,08'18''358,08'18''719,bl,0,0
fl,08'18''719,08'19''238,tr,0,0
fh,08'19''238,08'19''867,br,0,0
fh,08'19''867,08'20''718,tr,0,0
fh,08'20''718,08'21''838,bl,0,0
bh,08'21''838,08'22''309,tl,0,0
bl,08'22''309,08'23''238,bl,0,1
bl,08'23''238,08'23''946,tl,0,0
,,,,,
bl,08'46''385,08'47''689,bl,1,0
fh,08'47''689,08'48''198,tr,0,0
fh,08'48''198,08'48''678,bl,0,0
bh,08'48''678,08'49''198,tl,0,0
bl,08'49''198,08'49''878,br,0,0
fh,08'49''878,08'50''838,tr,0,0
fl,08'50''838,08'51''518,br,0,0
fh,08'51''518,08'53''185,tr,0,0
bh,08'53''185,08'53''638,bl,0,0
fh,08'53''638,08'54''357,tr,0,0
fl,08'54''357,08'54''878,br,0,0
bh,08'54''878,08'55''638,tl,0,0
fl,08'55''638,08'56''477,br,0,0
fh,08'56''477,08'57''395,tl,0,0
bl,08'57''395,08'57''919,bl,0,0
bh,08'57''919,08'58''545,tl,0,0
bh,08'58''545,08'59''159,bl,0,0
fh,08'59''159,09'00''278,tl,0,0
fh,09'00''278,09'01''473,bl,0,0
bl,09'01''473,09'02''438,tr,0,0
fh,09'02''438,09'03''159,bl,0,0
bl,09'03''159,09'03''953,tl,0,0
fh,09'03''953,09'04''278,bl,0,0
bl,09'04''278,09'04''838,tl,0,0
fh,09'04''838,09'05''316,br,0,1
bl,09'05''316,09'05''798,tr,0,0
,,,,,
bl,09'43''119,09'44''354,br,1,0
fh,09'44''354,09'44''918,tl,0,0
bl,09'44''918,09'45''436,bl,0,0
fh,09'45''436,09'46''718,tr,0,0
fh,09'46''718,09'47''278,br,0,0
fl,09'47''278,09'48''114,tr,0,0
fh,09'48''114,09'49''197,br,0,0
fl,09'49''197,09'49''878,tl,0,0
fh,09'49''878,09'50''878,br,0,0
fh,09'50''878,09'51''558,tr,0,0
fh,09'51''558,09'52''075,br,0,1
fh,09'52''075,09'52''358,tr,0,0
,,,,,
bl,10'15''147,10'16''206,bl,1,0
fh,10'16''206,10'16''638,tr,0,0
fh,10'16''638,10'17''078,br,0,0
fh,10'17''078,10'17''316,tr,0,0
fh,10'17''316,10'17''838,br,0,0
fh,10'17''838,10'18''358,tr,0,0
fh,10'18''358,10'18''466,bl,0,0
fh,10'18''466,10'19''158,tr,0,0
fh,10'19''158,10'19''982,br,0,0
fh,10'19''982,10'20''640,tr,0,0
fl,10'20''640,10'21''160,br,0,0
fh,10'21''160,10'22''121,tl,0,0
fl,10'22''121,10'22''678,br,0,0
fh,10'22''678,10'23''678,tl,0,0
fl,10'23''678,10'24''184,bl,0,0
fl,10'24''184,10'25''319,tr,0,0
fh,10'25''319,10'26''598,bl,0,0
fl,10'26''598,10'27''398,tr,0,0
fl,10'27''398,10'28''277,br,0,0
fh,10'28''277,10'29''638,tl,0,0
fl,10'29''638,10'30''558,br,0,0
fl,10'30''558,10'31''479,tr,0,0
fh,10'31''479,10'33''116,br,0,0
fh,10'33''116,10'33''598,tl,0,1
,,,,,
bl,11'02''679,11'03''849,tr,1,0
fh,11'03''849,11'04''431,bl,0,0
bh,11'04''431,11'05''238,tl,0,0
fh,11'05''238,11'06''398,bl,0,0
bh,11'06''398,11'06''878,tl,0,0
bh,11'06''878,11'07''639,bl,0,0
bl,11'07''639,11'08''317,tl,0,0
bl,11'08''317,11'09''158,bl,0,0
fh,11'09''158,11'09''680,tl,0,1
,,,,,
bl,11'30''668,11'31''806,tl,1,0
fh,11'31''806,11'32''159,br,0,0
bh,11'32''159,11'32''598,tr,0,0
fh,11'32''598,11'32''959,br,0,1
,,,,,
bl,11'51''634,11'52''918,bl,1,0
fh,11'52''918,11'53''318,tl,0,0
bl,11'53''318,11'54''157,bl,0,0
bh,11'54''157,11'54''598,tl,0,0
fl,11'54''598,11'55''158,bl,0,0
fh,11'55''158,11'55''438,tl,0,1
,,,,,
bl,13'05''572,13'06''718,tl,1,0
fh,13'06''718,13'07''174,bl,0,0
bl,13'07''174,13'07''718,tl,0,0
fl,13'07''718,13'08''718,br,0,0
fh,13'08''718,13'10''478,tr,0,0
bl,13'10''478,13'11''238,br,0,0
fh,13'11''238,13'12''718,tr,0,0
bl,13'12''718,13'13''358,br,0,0
fh,13'13''358,13'14''839,tr,0,0
bl,13'14''839,13'15''588,br,0,0
bh,13'15''588,13'16''718,tl,0,0
bh,13'16''718,13'17''438,br,0,0
bh,13'17''438,13'17''798,tr,0,0
bl,13'17''798,13'18''358,bl,0,0
fh,13'18''358,13'19''078,tr,0,0
fl,13'19''078,13'20''038,br,0,0
fh,13'20''038,13'20''958,tr,0,1
,,,,,
bl,13'39''108,13'40''162,tl,1,0
,,,,,
bl,13'55''269,13'56''576,bl,1,0
fl,13'56''576,13'57''078,tr,0,0
fl,13'57''078,13'57''558,br,0,0
bl,13'57''558,13'58''358,tl,0,0
bh,13'58''358,13'59''038,bl,0,0
bl,13'59''038,13'59''836,tl,0,0
fh,13'59''836,14'01''158,bl,0,0
bl,14'01''158,14'01''792,tl,0,0
fh,14'01''792,14'02''398,bl,0,0
fh,14'02''398,14'02''958,tl,0,0
bl,14'02''958,14'03''717,bl,0,0
fh,14'03''717,14'04''078,tl,0,0
fl,14'04''078,14'05''038,br,0,0
fh,14'05''038,14'05''878,tr,0,0
fl,14'05''878,14'06''718,br,0,0
fh,14'06''718,14'08''439,tl,0,0
bl,14'08''439,14'09''038,bl,0,1
fh,14'09''038,14'09''478,tl,0,0
,,,,,
bl,14'30''431,14'31''796,br,1,0
fh,14'31''796,14'32''278,tl,0,0
fl,14'32''278,14'33''118,br,0,0
fh,14'33''118,14'33''718,tr,0,0
fh,14'33''718,14'34''478,br,0,0
fl,14'34''478,14'35''121,tr,0,0
fh,14'35''121,14'35''478,br,0,1
,,,,,
bl,14'55''279,14'56''868,bl,1,0
fh,14'56''868,14'57''318,tr,0,0
bl,14'57''318,14'58''238,bl,0,0
bh,14'58''238,14'58''958,tl,0,0
bh,14'58''958,14'59''398,br,0,0
fh,14'59''398,14'59''918,tl,0,0
bl,14'59''918,15'00''599,br,0,0
fh,15'00''599,15'01''838,tl,0,0
bl,15'01''838,15'02''318,br,0,0
fh,15'02''318,15'03''114,tl,0,0
bl,15'03''114,15'03''478,br,0,0
fh,15'03''478,15'03''840,tl,0,0
bl,15'03''840,15'04''194,br,0,0
fh,15'04''194,15'04''678,tr,0,0
fh,15'04''678,15'04''996,br,0,0
fh,15'04''996,15'05''398,tl,0,0
fh,15'05''398,15'05''878,br,0,0
fl,15'05''878,15'06''515,tr,0,1
fh,15'06''515,15'06''918,bl,0,0
,,,,,
bl,15'28''153,15'29''359,tr,1,0
fl,15'29''359,15'29''480,bl,0,0
bh,15'29''480,15'30''278,tl,0,0
bh,15'30''278,15'30''558,bl,0,0
bl,15'30''558,15'30''998,tr,0,0
fh,15'30''998,15'31''838,br,0,1
,,,,,
bl,15'50''342,15'51''157,bl,1,0
fh,15'51''157,15'51''582,tl,0,0
bl,15'51''582,15'52''318,bl,0,0
fh,15'52''318,15'53''798,tr,0,1
bl,15'53''798,15'54''438,bl,0,0
,,,,,
bl,16'13''827,16'14''911,tl,1,0
bh,16'14''911,16'15''198,br,0,0
fh,16'15''198,16'15''798,tr,0,0
fh,16'15''798,16'16''559,bl,0,0
bh,16'16''559,16'17''316,tl,0,0
fh,16'17''316,16'17''796,bl,0,1
bl,16'17''796,16'18''519,tr,0,0
,,,,,
bl,16'39''195,16'40''328,bl,1,0
fh,16'40''328,16'40''718,tr,0,0
fl,16'40''718,16'41''600,br,0,0
bh,16'41''600,16'41''998,tl,0,0
bh,16'41''998,16'42''479,br,0,0
fh,16'42''479,16'43''065,tr,0,0
fh,16'43''065,16'43''439,br,0,0
fh,16'43''439,16'44''639,tl,0,0
fh,16'44''639,16'45''716,br,0,0
fl,16'45''716,16'46''318,tl,0,0
fh,16'46''318,16'47''038,br,0,0
fl,16'47''038,16'47''838,tr,0,0
fh,16'47''838,16'49''078,br,0,0
fl,16'49''078,16'49''678,tr,0,0
bl,16'49''678,16'50''398,bl,0,0
bl,16'50''398,16'51''201,tl,0,0
bh,16'51''201,16'51''878,bl,0,0
bl,16'51''878,16'52''680,tl,0,0
bl,16'52''680,16'53''718,bl,0,0
fh,16'53''718,16'54''638,tl,0,0
fh,16'54''638,16'55''678,bl,0,0
bl,16'55''678,16'56''318,tl,0,0
fh,16'56''318,16'56''556,bl,0,1
bl,16'56''556,16'57''158,tl,0,0
,,,,,
bl,17'36''018,17'37''038,br,1,0
fl,17'37''038,17'37''478,tl,0,0
fl,17'37''478,17'38''318,br,0,0
fh,17'38''318,17'39''398,tr,0,0
fh,17'39''398,17'39''717,bl,0,0
fh,17'39''717,17'40''199,tl,0,0
fh,17'40''199,17'40''401,bl,0,0
bh,17'40''401,17'40''958,tl,0,0
bh,17'40''958,17'41''598,bl,0,0
fl,17'41''598,17'42''478,tl,0,0
fh,17'42''478,17'43''996,bl,0,0
fl,17'43''996,17'44''998,tl,0,0
fh,17'44''998,17'45''581,br,0,0
fl,17'45''581,17'46''518,tr,0,0
fl,17'46''518,17'47''596,br,0,0
fh,17'47''596,17'47''958,tr,0,0
fh,17'47''958,17'48''397,br,0,0
bh,17'48''397,17'48''905,tr,0,0
fh,17'48''905,17'49''375,br,0,1
fh,17'49''375,17'49''598,tr,0,0
,,,,,
bl,18'15''279,18'16''353,bl,1,0
fl,18'16''353,18'16''877,tr,0,1
fh,18'16''877,18'17''463,br,0,0
,,,,,
bl,18'46''016,18'47''035,tr,1,0
fh,18'47''035,18'47''518,bl,0,0
bl,18'47''518,18'48''078,tl,0,0
fh,18'48''078,18'48''758,br,0,0
fl,18'48''758,18'49''438,tl,0,0
fl,18'49''438,18'50''116,bl,0,0
fh,18'50''116,18'50''793,tl,0,0
bh,18'50''793,18'51''438,br,0,0
bh,18'51''438,18'51''998,tr,0,0
fl,18'51''998,18'52''958,br,0,0
fh,18'52''958,18'54''079,tl,0,0
bl,18'54''079,18'54''838,bl,0,0
fh,18'54''838,18'56''358,tl,0,1
fl,18'56''358,18'57''110,bl,0,0
,,,,,
bl,19'15''659,19'16''873,tl,1,0
fh,19'16''873,19'17''598,br,0,1
fh,19'17''598,19'17''878,tl,0,0
,,,,,
bl,19'46''541,19'47''690,br,1,0
fh,19'47''690,19'48''279,tl,0,0
bh,19'48''279,19'48''513,bl,0,0
fh,19'48''513,19'49''157,tr,0,0
fh,19'49''157,19'49''518,br,0,0
bh,19'49''518,19'50''318,tl,0,0
bl,19'50''318,19'51''158,bl,0,1
bl,19'51''158,19'51''879,tl,0,0
,,,,,
bl,20'07''537,20'08''778,bl,1,1
,,,,,
bl,20'58''615,20'59''758,br,1,0
fl,20'59''758,21'00''318,tl,0,0
fh,21'00''318,21'00''758,br,0,0
fl,21'00''758,21'01''148,tl,0,0
fh,21'01''148,21'01''558,br,0,1
fh,21'01''558,21'01''838,tl,0,0
,,,,,
bl,23'13''047,23'14''158,tl,1,0
fh,23'14''158,23'14''599,br,0,0
bh,23'14''599,23'14''958,tr,0,0
fh,23'14''958,23'16''152,br,0,0
fh,23'16''152,23'16''865,tl,0,0
fl,23'16''865,23'17''558,bl,0,0
bl,23'17''558,23'18''558,tr,0,0
bl,23'18''558,23'19''198,br,0,0
bh,23'19''198,23'19''838,tr,0,0
bh,23'19''838,23'20''118,br,0,0
fh,23'20''118,23'20''678,tr,0,0
bl,23'20''678,23'21''238,br,0,0
fh,23'21''238,23'22''398,tl,0,0
fl,23'22''398,23'23''038,bl,0,0
fh,23'23''038,23'23''718,tl,0,1
,,,,,
bl,23'42''253,23'43''357,tr,1,0
fl,23'43''357,23'43''798,bl,0,0
bh,23'43''798,23'44''518,tr,0,0
bl,23'44''518,23'45''266,br,0,0
fh,23'45''266,23'45''917,tr,0,0
bl,23'45''917,23'46''238,br,0,0
fh,23'46''238,23'46''478,tl,0,1
,,,,,
bl,24'03''264,24'04''301,tl,1,0
fh,24'04''301,24'04''718,br,0,0
fh,24'04''718,24'05''319,tl,0,0
fh,24'05''319,24'06''518,br,0,0
bh,24'06''518,24'07''278,tr,0,0
bh,24'07''278,24'07''838,br,0,0
bh,24'07''838,24'08''638,tl,0,0
fh,24'08''638,24'09''278,bl,0,0
fl,24'09''278,24'09''758,tl,0,0
fh,24'09''758,24'10''959,bl,0,0
bh,24'10''959,24'11''438,tl,0,0
bh,24'11''438,24'12''318,bl,0,0
fh,24'12''318,24'13''798,tr,0,0
fl,24'13''798,24'14''598,bl,0,0
fl,24'14''598,24'15''638,tl,0,0
fh,24'15''638,24'17''038,bl,0,0
bl,24'17''038,24'17''598,tl,0,0
fh,24'17''598,24'18''000,bl,0,1
bl,24'18''000,24'18''398,tr,0,0
,,,,,
bl,24'41''637,24'42''758,bl,1,0
fl,24'42''758,24'43''598,tr,0,0
fh,24'43''598,24'44''717,bl,0,1
fl,24'44''717,24'45''318,tl,0,0
,,,,,
bl,25'02''135,25'03''395,br,1,0
bh,25'03''395,25'03''878,tl,0,0
fh,25'03''878,25'04''118,bl,0,0
fh,25'04''118,25'04''586,tl,0,0
fh,25'04''586,25'04''879,bl,0,1
,,,,,
bl,25'20''451,25'21''531,bl,1,0
fh,25'21''531,25'21''798,tr,0,0
fh,25'21''798,25'22''238,bl,0,0
fh,25'22''238,25'22''958,tl,0,0
bl,25'22''958,25'23''437,br,0,0
fh,25'23''437,25'23''918,tl,0,1
,,,,,
bl,25'38''958,25'38''958,tr,1,0
bh,25'38''958,25'39''238,bl,0,0
bh,25'39''238,25'39''918,tr,0,0
bl,25'39''918,25'40''600,br,0,0
fh,25'40''600,25'42''078,tr,0,0
bl,25'42''078,25'42''438,br,0,0
fh,25'42''438,25'43''118,tr,0,0
bl,25'43''118,25'43''518,bl,0,0
fh,25'43''518,25'44''198,tr,0,0
bl,25'44''198,25'44''557,bl,0,0
fh,25'44''557,25'44''997,tr,0,0
fh,25'44''997,25'45''478,bl,0,0
fh,25'45''478,25'46''117,tl,0,0
fh,25'46''117,25'46''518,bl,0,0
fh,25'46''518,25'46''950,tl,0,0
fh,25'46''950,25'47''278,bl,0,0
fh,25'47''278,25'47''918,tl,0,0
fh,25'47''918,25'48''237,bl,0,0
fh,25'48''237,25'48''958,tl,0,0
bl,25'48''958,25'49''679,br,0,0
fh,25'49''679,25'51''718,tr,0,0
bl,25'51''718,25'52''398,br,0,0
fh,25'52''398,25'54''398,tr,0,0
bl,25'54''398,25'54''958,br,0,1
fh,25'54''958,25'56''518,tr,0,0
,,,,,
bl,26'26''516,26'27''620,bl,1,0
fl,26'27''620,26'28''078,tl,0,0
bl,26'28''078,26'29''238,br,0,0
fh,26'29''238,26'29''631,tr,0,1
bl,26'29''631,26'29''958,bl,0,0
,,,,,
bl,26'48''533,26'49''758,tl,1,0
fh,26'49''758,26'50''158,br,0,0
fh,26'50''158,26'50''638,tl,0,0
fh,26'50''638,26'51''358,bl,0,1
fl,26'51''358,26'51''958,tl,0,0
,,,,,
bl,27'05''761,27'06''886,bl,1,0
,,,,,
bl,27'17''428,27'18''639,tr,1,0
bl,27'18''639,27'19''038,bl,0,0
bh,27'19''038,27'19''918,tr,0,1
bh,27'19''918,27'20''468,br,0,0
,,,,,
bl,27'32''529,27'33''799,tl,1,0
fh,27'33''799,27'34''038,br,0,0
bh,27'34''038,27'34''718,tr,0,0
bl,27'34''718,27'35''518,bl,0,0
fh,27'35''518,27'36''238,tl,0,0
fh,27'36''238,27'36''716,bl,0,0
fh,27'36''716,27'37''438,tl,0,0
fh,27'37''438,27'38''437,br,0,0
fl,27'38''437,27'38''998,tl,0,0
fh,27'38''998,27'40''559,br,0,0
fl,27'40''559,27'41''318,tl,0,1
,,,,,
bl,27'55''356,27'56''919,tr,1,0
fh,27'56''919,27'57''353,bl,0,0
fh,27'57''353,27'57''798,tl,0,0
fl,27'57''798,27'58''478,bl,0,0
fh,27'58''478,27'59''070,tl,0,0
fl,27'59''070,27'59''717,bl,0,1
fh,27'59''717,28'00''880,tr,0,0
,,,,,
bl,28'18''039,28'19''278,br,1,0
fh,28'19''278,28'19''838,tl,0,0
bh,28'19''838,28'20''318,br,0,0
bh,28'20''318,28'20''878,tr,0,0
bl,28'20''878,28'21''679,br,0,0
fh,28'21''679,28'23''398,tr,0,0
fh,28'23''398,28'24''358,br,0,0
fh,28'24''358,28'25''362,tl,0,0
bl,28'25''362,28'25''838,bl,0,0
fh,28'25''838,28'26''638,tl,0,0
fl,28'26''638,28'27''482,bl,0,0
fh,28'27''482,28'28''718,tl,0,0
bl,28'28''718,28'29''354,bl,0,0
fh,28'29''354,28'30''639,tl,0,0
bl,28'30''639,28'31''118,br,0,0
fl,28'31''118,28'32''078,tl,0,0
fl,28'32''078,28'32''917,bl,0,0
fh,28'32''917,28'34''278,tr,0,0
fl,28'34''278,28'35''236,bl,0,0
fh,28'35''236,28'36''041,tl,0,0
fl,28'36''041,28'36''598,bl,0,0
fl,28'36''598,28'37''478,tl,0,0
fh,28'37''478,28'38''436,bl,0,0
fh,28'38''436,28'38''998,tl,0,1
bh,28'38''998,28'40''278,br,0,0
,,,,,
bl,29'08''336,29'09''568,tl,1,0
fh,29'09''568,29'10''035,br,0,1
,,,,,
bl,29'46''025,29'47''048,bl,1,0
fh,29'47''048,29'47''475,tr,0,0
bl,29'47''475,29'48''157,br,0,0
fh,29'48''157,29'49''839,tl,0,0
fh,29'49''839,29'50''198,bl,0,0
fh,29'50''198,29'50''638,tr,0,0
fh,29'50''638,29'51''038,bl,0,0
fh,29'51''038,29'51''592,tl,0,0
fh,29'51''592,29'52''558,bl,0,0
bh,29'52''558,29'53''155,tl,0,0
fh,29'53''155,29'53''637,bl,0,0
bl,29'53''637,29'54''142,tl,0,0
fh,29'54''142,29'54''995,bl,0,0
bh,29'54''995,29'55''707,tl,0,0
fh,29'55''707,29'56''279,bl,0,0
fh,29'56''279,29'57''038,tl,0,0
fh,29'57''038,29'57''479,bl,0,1
,,,,,
bl,30'18''539,30'19''720,br,1,0
fh,30'19''720,30'20''318,tl,0,0
fh,30'20''318,30'20''509,bl,0,0
fh,30'20''509,30'21''238,tr,0,0
bh,30'21''238,30'21''798,br,0,0
bh,30'21''798,30'22''118,tr,0,0
fh,30'22''118,30'22''518,bl,0,0
fh,30'22''518,30'23''037,tl,0,0
bl,30'23''037,30'23''515,br,0,0
fh,30'23''515,30'24''471,tr,0,0
bl,30'24''471,30'24''879,br,0,0
fh,30'24''879,30'25''665,tr,0,0
bl,30'25''665,30'26''117,br,0,0
fh,30'26''117,30'27''353,tl,0,0
fh,30'27''353,30'27''838,bl,0,0
fh,30'27''838,30'28''478,tl,0,0
fl,30'28''478,30'29''119,bl,0,0
fh,30'29''119,30'30''198,tr,0,0
bl,30'30''198,30'30''638,br,0,1
fh,30'30''638,30'31''198,tr,0,0
,,,,,
bl,30'55''329,30'56''455,bl,1,0
fh,30'56''455,30'56''991,tr,0,0
fh,30'56''991,30'57''238,bl,0,0
fh,30'57''238,30'57''742,tr,0,0
fh,30'57''742,30'58''038,br,0,0
bl,30'58''038,30'58''758,tl,0,0
fh,30'58''758,30'59''118,br,0,0
bh,30'59''118,30'59''518,tl,0,0
fh,30'59''518,31'00''038,bl,0,0
bh,31'00''038,31'00''958,tl,0,0
fh,31'00''958,31'01''198,bl,0,0
bl,31'01''198,31'01''678,tr,0,0
fh,31'01''678,31'02''478,br,0,0
bh,31'02''478,31'02''921,tr,0,0
fh,31'02''921,31'03''477,bl,0,0
bh,31'03''477,31'04''078,tl,0,0
fh,31'04''078,31'04''559,bl,0,0
fh,31'04''559,31'05''036,tl,0,0
bh,31'05''036,31'05''678,br,0,0
fl,31'05''678,31'06''318,tl,0,0
fh,31'06''318,31'07''639,bl,0,0
bl,31'07''639,31'08''598,tr,0,0
fh,31'08''598,31'10''358,br,0,0
bl,31'10''358,31'10''918,tl,0,0
fh,31'10''918,31'11''518,br,0,0
fh,31'11''518,31'12''238,tl,0,0
bh,31'12''238,31'12''718,bl,0,1
,,,,,
bl,31'37''756,31'38''956,br,1,0
fh,31'38''956,31'39''439,tl,0,0
bl,31'39''439,31'40''239,br,0,0
bh,31'40''239,31'41''118,tr,0,1
fh,31'41''118,31'42''078,br,0,0
,,,,,
bl,32'01''068,32'02''183,tr,1,0
bl,32'02''183,32'02''758,bl,0,0
fh,32'02''758,32'03''878,tl,0,0
fh,32'03''878,32'04''161,bl,0,0
fh,32'04''161,32'04''835,tr,0,0
fh,32'04''835,32'05''198,br,0,1
,,,,,
bl,33'14''196,33'15''278,br,1,0
fh,33'15''278,33'15''598,tr,0,0
bl,33'15''598,33'16''079,br,0,0
fh,33'16''079,33'16''879,tl,0,0
bl,33'16''879,33'17''391,bl,0,0
fl,33'17''391,33'18''039,tl,0,1
bh,33'18''039,33'18''798,br,0,0
,,,,,
bl,33'38''371,33'39''638,tl,1,0
fh,33'39''638,33'39''998,br,0,0
