name,start,end,position,first,score
bl ,10'49''816,10'50''499,bl,0,0
bl ,11'06''253,11'07''411,tl,1,0
fh,11'07''411,11'07''604,br,0,1
bl ,11'24''515,11'25''747,bl,1,0
bl ,11'36''458,11'37''166,tr,1,0
fh,11'37''166,11'37''256,bl,0,0
fl ,11'37''256,11'37''855,tl,0,0
fh,11'37''855,11'38''616,br,0,0
bh ,11'38''616,11'39''336,tr,0,0
bh ,11'39''336,11'39''896,bl,0,1
bl ,12'02''159,12'03''243,bl,1,0
bl ,12'03''243,12'03''615,tl,0,0
fh,12'03''615,12'04''775,bl,0,1
fl ,12'04''775,12'05''175,tl,0,0
bl ,12'33''588,12'34''166,bl,1,0
fl ,12'34''166,12'34''456,tr,0,0
fh,12'34''456,12'35''135,br,0,0
fh,12'35''135,12'35''496,tr,0,0
bh,12'35''496,12'35''936,bl,0,0
fh,12'35''936,12'36''975,tr,0,1
bl ,12'36''975,12'37''775,bl,0,0
bl ,12'58''479,12'58''762,tr,1,0
bl ,12'58''762,12'59''256,br,0,1
bl ,12'59''256,13'00''136,tr,0,0
bl ,13'16''877,13'17''988,bl,1,0
fh,13'17''988,13'18''496,tl,0,0
bh ,13'18''496,13'19''456,bl,0,0
bh ,13'19''456,13'20''096,tl,0,0
bh ,13'20''096,13'20''856,bl,0,0
fh,13'20''856,13'22''096,tl,0,0
fh,13'22''096,13'23''337,bl,0,0
bh ,13'23''337,13'23''777,tr,0,0
fl ,13'23''777,13'24''730,br,0,0
fh,13'24''730,13'25''950,tl,0,0
fl ,13'25''950,13'26''336,bl,0,0
bl ,13'26''336,13'26''830,tr,0,0
fh,13'26''830,13'27''257,br,0,0
fl ,13'27''257,13'27''897,tr,0,0
fh,13'27''897,13'29''337,bl,0,0
bh ,13'29''337,13'29''937,tl,0,0
fh,13'29''937,13'31''097,bl,0,0
bh ,13'31''097,13'31''577,tl,0,0
bl ,13'31''577,13'32''253,bl,0,0
fl ,13'32''253,13'33''097,tr,0,0
bl ,13'33''097,13'33''895,bl,0,0
fh,13'33''895,13'34''899,tr,0,0
fh,13'34''899,13'35''296,br,0,0
fl ,13'35''296,13'35''845,tr,0,0
fh ,13'35''845,13'36''817,bl,0,0
fh,13'36''817,13'37''816,tr,0,0
bh ,13'37''816,13'38''297,br,0,0
fl ,13'38''297,13'38''656,tr,0,0
fl ,13'38''656,13'39''571,br,0,0
fh,13'39''571,13'40''416,tr,0,0
bl ,13'40''416,13'41''096,br,0,0
fh,13'41''096,13'42''056,tl,0,0
bh ,13'42''056,13'43''055,bl,0,1
fh,13'43''055,13'43''455,tr,0,0
bl ,14'11''057,14'11''096,tl,1,0
fl ,14'11''096,14'11''536,bl,0,0
fl ,14'11''536,14'12''016,tl,0,1
bl ,14'27''365,14'26''657,tr,1,0
fh,14'26''657,14'26''937,br,0,0
fl ,14'26''937,14'27''495,tl,0,0
fh,14'27''495,14'28''937,br,0,0
bl ,14'28''937,14'29''456,tr,0,0
fh,14'29''456,14'30''187,br,0,0
fh,14'30''187,14'30''657,tr,0,0
fh,14'30''657,14'30''950,br,0,0
fl ,14'30''950,14'31''617,tl,0,0
fh,14'31''617,14'32''857,br,0,1
fl ,14'32''857,14'33''417,tl,0,0
bl ,14'51''323,14'52''373,bl,1,0
bl ,17'15''036,17'16''056,bl,1,0
fl ,17'16''056,17'16''216,tl,0,1
bl ,17'29''357,17'30''359,tl,1,0
fl ,17'30''359,17'30''736,bl,0,0
fl ,17'30''736,17'31''216,tr,0,1
bl ,17'42''885,17'43''915,tr,1,0
fh ,17'43''915,17'44''216,br,0,0
fl ,17'44''216,17'44''816,tr,0,0
fh ,17'44''816,17'45''617,br,0,1
bl ,17'45''617,17'46''178,tr,0,0
bl ,18'00''987,18'01''955,bl,1,0
fl,18'01''955,18'02''536,tr,0,0
fh ,18'02''536,18'03''617,bl,0,0
fh ,18'03''617,18'04''097,tl,0,0
fh ,18'04''097,18'04''697,bl,0,0
fl,18'04''697,18'05''137,tl,0,0
fl,18'05''137,18'05''857,bl,0,0
fh ,18'05''857,18'06''334,tl,0,0
fh ,18'06''334,18'06''617,bl,0,0
fh ,18'06''617,18'06''963,tl,0,0
fh ,18'06''963,18'07''377,bl,0,0
bl ,18'07''377,18'09''656,tr,0,0
fh ,18'09''656,18'10''056,bl,0,0
fl,18'10''056,18'10''376,tr,0,1
fh ,18'10''376,18'10''896,br,0,0
bl ,18'29''321,18'30''096,tl,1,0
fh ,18'30''096,18'30''416,bl,0,0
fl,18'30''416,18'30''736,tl,0,0
fh ,18'30''736,18'31''176,bl,0,0
bl ,18'31''176,18'31''645,tl,0,0
fh ,18'31''645,18'31''895,bl,0,1
bl ,18'56''007,18'57''075,br,1,0
fl,18'57''075,18'57''787,tl,0,0
fh ,18'57''787,18'58''471,bl,0,0
fh ,18'58''471,18'59''216,tl,0,0
fh ,18'59''216,18'59''656,bl,0,0
fh,18'59''656,19'00''290,tl,0,0
bh ,19'00''290,19'01''097,br,0,0
fl ,19'01''097,19'01''976,tr,0,0
fh,19'01''976,19'02''256,br,0,0
fl ,19'02''256,19'03''014,tr,0,0
fl,19'03''014,19'04''101,bl,0,1
fl ,19'04''101,19'04''849,tl,0,0
bl ,19'26''321,19'27''744,br,1,0
fl ,19'27''744,19'28''297,tr,0,0
fh,19'28''297,19'29''335,br,0,0
bh ,19'29''335,19'29''896,tr,0,0
fh,19'29''896,19'30''657,bl,0,0
fh,19'30''657,19'31''096,tl,0,0
fh,19'31''096,19'31''497,bl,0,1
bl ,19'31''497,19'31''685,tr,0,0
bl ,19'47''258,19'48''145,bl,1,0
fl ,19'48''145,19'48''508,tl,0,0
fh,19'48''508,19'49''507,bl,0,0
fl,19'49''507,19'50''096,tl,0,0
fh,19'50''096,19'50''831,bl,0,0
bl ,19'50''831,19'51''589,tl,0,0
fh,19'51''589,19'53''268,bl,0,0
bl,19'53''268,19'53''723,tl,0,0
fh,19'53''723,19'54''427,bl,0,0
fh,19'54''427,19'54''908,tr,0,0
fh,19'54''908,19'56''109,bl,0,0
fl ,19'56''109,19'56''468,tl,0,0
fh,19'56''468,19'57''375,br,0,0
fl,19'57''375,19'58''028,tr,0,0
fh,19'58''028,20'00''269,br,0,0
bl,20'00''269,20'00''832,tl,0,0
fh,20'00''832,20'02''588,bl,0,0
bl,20'02''588,20'03''109,tl,0,0
fh,20'03''109,20'03''583,bl,0,0
bl,20'03''583,20'03''949,tl,0,0
fl ,20'03''949,20'04''559,br,0,0
bl,20'04''559,20'05''388,tl,0,0
fh,20'05''388,20'06''821,bl,0,0
fh,20'06''821,20'08''509,tl,0,0
bh,20'08''509,20'09''388,br,0,1
fh,20'09''388,20'10''708,tl,0,0
bl ,20'32''558,20'33''770,br,1,0
fl ,20'33''770,20'34''348,tr,0,0
fh,20'34''348,20'34''868,bl,0,0
fl ,20'34''868,20'35''228,tr,0,0
fh,20'35''228,20'35''832,bl,0,0
fh,20'35''832,20'37''586,tr,0,0
fh,20'37''586,20'38''751,bl,0,0
fh,20'38''751,20'40''269,tl,0,0
fh,20'40''269,20'41''028,bl,0,0
bh ,20'41''028,20'41''988,tl,0,0
fh,20'41''988,20'43''522,bl,0,0
bl ,20'43''522,20'44''428,tl,0,0
fh,20'44''428,20'46''348,bl,0,0
bl ,20'46''348,20'46''989,tl,0,0
fl ,20'46''989,20'47''467,bl,0,0
bh ,20'47''467,20'48''429,tl,0,0
fh,20'48''429,20'50''080,bl,0,0
bl,20'50''080,20'50''629,tl,0,0
fh,20'50''629,20'51''149,bl,0,1
bh ,20'51''149,20'51''508,tl,0,0
bl,21'19''357,21'20''665,bl,1,1
fh,21'20''665,21'21''649,tl,0,0
bl,21'39''023,21'40''082,br,1,0
fl ,21'40''082,21'40''388,tr,0,0
fh,21'40''388,21'40''829,br,0,0
bh,21'40''829,21'41''723,tr,0,0
fh,21'41''723,21'43''378,br,0,0
fh,21'43''378,21'44''948,tr,0,0
fh,21'44''948,21'46''068,br,0,0
bh ,21'46''068,21'46''668,tr,0,0
fh,21'46''668,21'47''827,bl,0,0
fl,21'47''827,21'48''549,tl,0,0
fh,21'48''549,21'49''227,bl,0,0
bh ,21'49''227,21'49''747,tl,0,0
fh,21'49''747,21'50''544,bl,0,0
fh,21'50''544,21'51''469,tl,0,1
bl,22'13''657,22'14''722,tr,1,0
bh ,22'14''722,22'15''308,br,0,0
fh,22'15''308,22'16''129,tr,0,0
fh,22'16''129,22'17''669,br,0,0
bh ,22'17''669,22'18''168,tr,0,0
fh,22'18''168,22'19''348,bl,0,0
fh,22'19''348,22'20''708,tl,0,1
fh,22'20''708,22'21''820,bl,0,0
bl,22'36''235,22'37''925,tl,1,0
fh,22'37''925,22'38''628,bl,0,0
fl ,22'38''628,22'39''470,tl,0,0
bl ,22'39''470,22'40''267,bl,0,0
fh,22'40''267,22'41''590,tr,0,0
fh,22'41''590,22'42''589,bl,0,0
bl ,22'42''589,22'43''227,tl,0,1
bl ,23'07''567,23'08''824,tr,1,0
bl ,23'08''824,23'08''924,br,0,0
bh ,23'08''924,23'10''070,tr,0,0
bh ,23'10''070,23'11''030,br,0,0
bh ,23'11''030,23'11''789,tl,0,0
fh,23'11''789,23'13''549,bl,0,0
fh,23'13''549,23'14''062,tl,0,0
bh ,23'14''062,23'14''601,bl,0,0
bh ,23'14''601,23'15''589,tl,0,0
fh,23'15''589,23'16''989,br,0,1
bl,23'16''989,23'17''588,tl,0,0
bl ,23'41''307,23'42''405,bl,1,0
bh ,23'42''405,23'42''909,tl,0,0
bh ,23'42''909,23'43''621,bl,0,0
fh,23'43''621,23'45''029,tl,0,0
fh,23'45''029,23'46''070,br,0,0
fh ,23'46''070,23'46''989,tl,0,0
fh ,23'46''989,23'47''388,bl,0,0
bh ,23'47''388,23'47''922,tr,0,0
fh ,23'47''922,23'49''909,br,0,0
bh,23'49''909,23'50''669,tr,0,0
fh ,23'50''669,23'51''829,br,0,0
fl ,23'51''829,23'52''682,tr,0,0
fh ,23'52''682,23'53''560,br,0,0
bh ,23'53''560,23'54''349,tr,0,0
fh ,23'54''349,23'55''434,br,0,1
fl ,23'55''434,23'55''948,tr,0,0
bl ,24'17''865,24'18''935,bl,1,0
fl ,24'18''935,24'19''348,tr,0,0
fh ,24'19''348,24'19''875,bl,0,0
fl ,24'19''875,24'20''190,tl,0,0
fl ,24'20''190,24'20''590,bl,0,0
fl ,24'20''590,24'20''993,tl,0,0
fh ,24'20''993,24'21''820,bl,0,0
bl ,24'21''820,24'22''483,tl,0,1
fh ,24'22''483,24'23''028,bl,0,0
bl ,24'47''036,24'48''157,tr,1,0
fh ,24'48''157,24'48''429,bl,0,1
bl ,25'06''159,25'07''179,bl,1,0
fl ,25'07''179,25'07''466,tl,0,0
fl ,25'07''466,25'07''988,br,0,0
bh ,25'07''988,25'08''550,tr,0,1
bl ,25'08''550,25'09''068,br,0,0
bl ,25'34''297,25'35''497,tr,1,0
fh ,25'35''497,25'36''310,br,0,0
fl ,25'36''310,25'36''669,tl,0,0
fh ,25'36''669,25'37''228,bl,0,1
fh ,25'37''228,25'38''069,tl,0,0
bl ,26'57''158,26'58''147,bl,1,0
fl ,26'58''147,26'58''630,tr,0,0
bl ,26'58''630,26'58''724,br,0,0
fl ,26'58''724,26'59''683,tl,0,0
fh ,26'59''683,27'00''003,br,0,0
bl ,27'00''003,27'00''364,tl,0,1
fh ,27'00''364,27'00''603,br,0,0
bl ,27'20''615,27'21''817,tl,1,0
fh ,27'21''817,27'22''444,bl,0,1
bh ,27'22''444,27'23''444,tl,0,0
bl ,27'36''048,27'37''047,bl,1,0
bl ,27'37''047,27'37''203,tl,0,0
bh,27'37''203,27'37''889,br,0,0
fh ,27'37''889,27'39''368,tl,0,0
fh ,27'39''368,27'40''527,br,0,0
bl ,27'40''527,27'41''083,tr,0,0
fl ,27'41''083,27'41''843,bl,0,0
fl ,27'41''843,27'42''563,tl,0,0
fh ,27'42''563,27'44''167,bl,0,0
bl ,27'44''167,27'44''686,tl,0,0
fh ,27'44''686,27'45''082,bl,0,1
bl ,28'02''235,28'03''233,br,1,0
bl ,28'21''574,28'22''572,tr,1,0
bh ,28'22''572,28'22''886,br,0,0
fh ,28'22''886,28'23''963,tl,0,0
fh ,28'23''963,28'24''405,br,0,0
bl ,28'24''405,28'25''003,tr,0,0
bh ,28'25''003,28'26''043,br,0,0
fh ,28'26''043,28'27''924,tl,0,0
bh ,28'27''924,28'28''483,br,0,0
bh ,28'28''483,28'29''083,tr,0,0
bh ,28'29''083,28'30''288,br,0,0
fh ,28'30''288,28'31''763,tr,0,1
fl ,28'31''763,28'32''376,br,0,0
bl ,28'53''037,28'54''039,tl,1,1
bl ,28'54''039,28'54''208,bl,0,0
bl ,29'10''456,29'11''459,tr,1,0
fl ,29'11''459,29'11''725,br,0,0
fl ,29'11''725,29'12''203,tr,0,0
fh ,29'12''203,29'12''803,br,0,0
fl ,29'12''803,29'13''443,tr,0,0
bh,29'13''443,29'15''004,bl,0,0
fh ,29'15''004,29'16''484,tl,0,0
fl ,29'16''484,29'16''803,br,0,0
fh ,29'16''803,29'17''806,tr,0,0
bh,29'17''806,29'18''285,br,0,0
fl ,29'18''285,29'18''803,tr,0,0
bh,29'18''803,29'19''683,br,0,0
fh ,29'19''683,29'21''483,tr,0,1
bl ,29'43''239,29'44''230,tr,1,0
fh ,29'44''230,29'44''605,bl,0,0
fl ,29'44''605,29'45''246,tl,0,1
bl ,30'05''357,30'06''356,tl,1,1
bl ,30'23''295,30'24''290,tr,1,0
fl ,30'24''290,30'24''525,bl,0,0
fl ,30'24''525,30'25''160,tl,0,0
fh ,30'25''160,30'26''046,bl,0,0
fl ,30'26''046,30'26''937,tl,0,0
fh ,30'26''937,30'27''645,bl,0,0
bh ,30'27''645,30'28''489,tl,0,1
fh ,30'28''489,30'30''008,br,0,0
bl ,30'55''112,30'56''011,tl,1,0
bl ,30'56''011,30'56''444,br,0,0
fl ,30'56''444,30'57''285,tl,0,0
fh ,30'57''285,30'57''886,bl,0,1
bl ,31'27''423,31'28''426,bl,1,0
fl ,31'28''426,31'28''566,tl,0,0
fl ,31'28''566,31'29''245,bl,0,0
bh ,31'29''245,31'30''126,tr,0,0
bh ,31'30''126,31'30''808,br,0,0
bl ,31'30''808,31'31''646,tr,0,0
fh ,31'31''646,31'32''526,br,0,0
fl ,31'32''526,31'33''006,tr,0,0
fl ,31'33''006,31'34''165,br,0,0
fh ,31'34''165,31'35''925,tr,0,0
bl ,31'35''925,31'36''406,br,0,0
fh ,31'36''406,31'37''245,tl,0,0
bl ,31'37''245,31'37''649,bl,0,0
fl ,31'37''649,31'38''326,tr,0,0
fl ,31'38''326,31'39''245,bl,0,0
fh ,31'39''245,31'40''486,tl,0,0
fl ,31'40''486,31'40''925,bl,0,0
bh ,31'40''925,31'41''190,tl,0,0
fh ,31'41''190,31'42''445,bl,0,0
fl ,31'42''445,31'42''690,tl,0,0
fl ,31'42''690,31'46''325,bl,0,0
bh ,31'46''325,31'44''329,tl,0,0
fh ,31'44''329,31'45''846,bl,0,0
bl ,31'45''846,31'46''125,tl,0,0
fh ,31'46''125,31'47''084,bl,0,0
bl ,31'47''084,31'47''465,tl,0,0
fl ,31'47''465,31'48''465,bl,0,0
fh ,31'48''465,31'49''685,tr,0,0
bl ,31'49''685,31'50''166,br,0,1
bl ,32'41''267,32'42''268,bl,1,0
bl ,33'28''456,33'29''645,tl,1,0
fh ,33'29''645,33'30''086,br,0,0
bl ,33'30''086,33'30''065,tr,0,0
fh ,33'30''065,33'31''648,br,0,0
fh ,33'31''648,33'32''849,tr,0,0
fh ,33'32''849,33'33''042,br,0,0
bh ,33'33''042,33'33''285,tr,0,0
fl ,33'33''285,33'34''165,br,0,0
bh ,33'34''165,33'35''086,tr,0,0
fh ,33'35''086,33'36''646,br,0,0
fl ,33'36''646,33'36''633,tr,0,0
fh ,33'36''633,33'36''485,br,0,0
bl ,33'36''485,33'36''845,tr,0,0
fh ,33'36''845,33'37''405,br,0,0
fl ,33'37''405,33'37''466,tl,0,0
fh ,33'37''466,33'38''426,bl,0,0
fl ,33'38''426,33'38''446,tl,0,0
fl ,33'38''446,33'39''406,br,0,0
fh ,33'39''406,33'40''405,tr,0,0
bl ,33'40''405,33'40''927,bl,0,1
bl ,34'08''445,34'09''445,bl,1,0
bl ,34'26''421,34'27''271,tr,1,0
bl ,34'47''297,34'48''497,bl,1,0
fl ,34'48''497,34'48''966,tr,0,0
fh ,34'48''966,34'49''449,bl,0,0
fl ,34'49''449,34'49''686,tr,0,0
fh ,34'49''686,34'50''166,br,0,0
fl ,34'50''166,34'50''486,tr,0,0
fl ,34'50''486,34'50''926,bl,0,0
fh ,34'50''926,34'51''646,tl,0,1
bh ,34'51''646,34'52''446,bl,0,0
bl ,35'17''221,35'18''221,tr,1,0
fh ,35'18''221,35'18''446,bl,0,1
bl ,35'39''265,35'40''565,br,1,0
fl ,35'40''565,35'40''846,tl,0,0
fl ,35'40''846,35'41''501,bl,0,1
bl ,35'59''234,36'00''235,br,1,1
bl ,36'26''205,36'27''702,br,1,0
fl ,36'27''702,36'28''077,tl,0,0
fl ,36'28''077,36'28''570,bl,0,1
fl ,36'28''570,36'29''087,tr,0,0
