start_frame,end_frame,action_name,position,score
78780,78793,SV,tl,0
78804,78810,FS,br,0
78840,78849,BF,tr,0
78866,78882,FF,br,0
78895,78905,FF,tr,1
79594,79605,SV,tr,0
79621,79626,FF,bl,0
79659,79665,FF,tl,0
79695,79701,BS,br,0
79707,79714,VO,tr,0
79757,79768,FF,br,0
79788,79794,BT,tl,0
79864,79871,BT,bl,0
79990,80001,FF,tl,0
80030,80036,FF,br,0
80060,80067,FF,tl,0
80095,80103,FF,br,0
80120,80127,BF,tl,0
80157,80165,FF,bl,1
81055,81065,SV,tl,0
81076,81081,FS,br,0
81145,81152,BF,tr,0
81180,81190,FF,bl,0
81212,81220,BF,tr,0
81307,81315,BF,bl,0
81342,81351,BS,tr,0
81391,81399,S,br,1
82747,82760,SV,tr,1
85068,85079,SV,tr,0
85098,85105,FF,bl,0
85121,85131,BT,tr,1
87847,87856,SV,tl,0
87870,87875,BF,br,1
88421,88431,SV,tr,0
88446,88452,BF,bl,0
88476,88485,BF,tr,0
88509,88520,BF,bl,0
88541,88548,BF,tr,0
88592,88602,BT,bl,0
88624,88634,BF,tr,0
88656,88662,FF,bl,0
88668,88679,VO,tl,1
90028,90038,SV,tl,0
90061,90068,BF,br,0
90091,90098,FF,tl,0
90122,90133,FT,bl,0
90165,90177,FF,tl,0
90208,90216,BF,bl,0
90243,90254,FF,tl,0
90283,90290,BF,bl,0
90318,90323,FF,tl,0
90350,90358,BF,bl,0
90383,90390,FF,tl,0
90417,90424,BF,bl,0
90451,90458,BF,tr,0
90468,90473,VO,br,1
91488,91501,SV,tr,0
91521,91528,FF,bl,0
91555,91561,FT,tr,0
91642,91648,BF,tr,1
93089,93096,SV,tl,0
93112,93118,FF,br,0
93139,93146,FF,tl,0
93169,93178,FF,br,0
93205,93213,FF,tl,0
93240,93245,FT,br,0
93308,93317,BF,tr,0
93342,93349,BT,bl,0
93389,93398,BF,tr,0
93425,93432,BF,bl,0
93455,93462,BF,tr,0
93479,93488,BF,br,1
94335,94345,SV,tr,1
95270,95281,SV,tl,0
95302,95311,BF,br,0
95339,95346,FF,tl,0
95374,95382,BF,br,0
95406,95415,FF,tl,0
95444,95453,BF,br,0
95479,95488,FF,tl,1
96131,96142,SV,tr,0
96154,96162,BF,bl,0
96180,96189,BF,tr,0
96211,96220,FF,bl,0
96245,96256,BF,tr,0
96277,96286,FT,bl,0
96348,96356,FF,tl,0
96379,96388,BF,bl,0
96412,96422,FT,tl,0
96468,96477,FF,br,0
96497,96512,FF,tl,0
96532,96544,FF,br,0
96573,96581,BF,tr,0
96599,96612,FF,br,0
96635,96644,BF,tr,1
97901,97912,SV,br,0
97930,97938,BF,tl,0
97957,97965,BF,br,0
98001,98010,FF,tl,0
98026,98036,FT,br,0
98083,98090,BS,tl,0
98105,98118,BF,br,1
99149,99161,SV,bl,0
99184,99194,BF,tr,1
99825,99835,SV,br,0
99852,99861,FF,tl,0
99877,99886,FF,br,0
99914,99920,BF,tl,0
99941,99949,FF,br,1
100574,100587,SV,bl,0
100601,100610,FF,tr,1
101224,101235,SV,br,1
103829,103839,SV,br,0
103853,103858,BF,tl,0
103879,103890,FF,br,0
103913,103918,BF,tl,0
103945,103956,FF,br,0
103971,103981,FT,tr,0
104063,104074,BT,bl,0
104103,104113,BF,tr,0
104138,104147,FF,bl,1
104669,104680,SV,bl,0
104690,104699,VO,tr,0
104741,104755,FF,bl,0
104756,104768,VO,tl,0
104779,104790,BS,bl,0
104809,104819,BF,tr,0
104822,104832,VO,bl,0
104871,104882,BF,tr,0
104893,104902,VO,bl,0
104937,104946,FF,tl,1
105805,105814,SV,br,1
106323,106334,SV,br,0
106345,106355,BT,tr,0
106388,106401,S,bl,0
106409,106418,FT,tl,0
106463,106472,FF,bl,0
106478,106487,FS,tr,1
107522,107530,SV,br,0
107546,107557,FF,tl,0
107572,107585,BS,br,0
107590,107607,VO,tr,0
107607,107616,VO,bl,0
107619,107633,BF,tr,1
110576,110585,SV,tl,1
111643,111654,SV,tr,0
111671,111681,BF,bl,0
111698,111707,BT,tr,0
111763,111779,FS,br,0
111798,111809,BF,tr,0
111838,111848,FF,br,0
111870,111878,BF,tr,0
111905,111918,FF,br,0
111937,111947,BF,tr,0
111970,111983,FT,br,1
112892,112903,SV,tl,0
112917,112925,BF,br,0
112944,112953,BF,tl,1
114234,114244,SV,tr,0
114258,114268,FF,bl,1
115544,115555,SV,tl,0
115570,115579,FF,br,0
115597,115606,FT,tl,0
115641,115652,FF,br,0
115661,115677,VO,tl,0
115708,115724,S,bl,1
116589,116600,SV,tr,0
116613,116623,BF,bl,0
116642,116652,BF,tr,0
116659,116670,VO,br,1
119479,119490,SV,tl,0
119499,119509,BF,br,0
119528,119541,FF,tl,0
119559,119574,FF,br,0
119577,119588,VO,tr,0
119593,119607,BS,bl,0
119616,119628,S,tl,0
119640,119665,FF,br,0
119689,119697,BF,tr,0
119723,119735,BF,bl,0
119760,119770,BF,tr,0
119789,119801,BT,bl,0
119807,119818,VO,tl,1
120632,120645,SV,tr,0
120664,120674,BF,bl,0
120700,120707,BF,tr,0
120723,120733,BF,bl,0
120743,120756,VO,tl,1
121379,121389,SV,tl,0
121402,121410,FS,br,0
121470,121484,BF,tr,0
121498,121507,FF,br,0
121520,121537,BF,tr,0
121556,121571,BF,br,0
121603,121618,FF,tl,0
121650,121661,FF,bl,0
121662,121676,BF,tr,1
122480,122495,SV,tr,0
122505,122513,FF,bl,1
123087,123098,SV,tl,1
124002,124012,SV,br,0
124023,124034,FF,tl,0
124045,124055,BF,br,0
124077,124095,FF,tl,1
124874,124887,SV,bl,0
124898,124914,FF,tr,1
125496,125507,SV,br,0
125514,125528,FF,tl,0
125556,125562,VO,bl,0
125581,125600,VO,tl,0
125622,125638,BS,bl,0
125677,125690,FF,tl,0
125694,125706,VO,bl,0
125712,125727,FF,tr,0
125729,125745,VO,br,0
125774,125783,FF,tl,0
125784,125797,FS,bl,1
126802,126813,SV,bl,0
126835,126845,FF,tr,0
126857,126869,VO,bl,0
126903,126925,FF,tr,0
126949,126957,BF,bl,0
126983,126993,FF,tl,0
127012,127023,BF,br,1
127653,127665,SV,br,0
127677,127688,BF,tl,0
127693,127712,BF,br,0
127735,127751,BF,tl,0
127750,127764,VO,bl,0
127789,127796,BF,tr,0
127808,127825,FF,br,1
130627,130634,SV,br,0
130640,130657,BF,tl,1
131690,131700,SV,bl,0
131715,131724,FF,tr,0
131743,131757,FF,bl,0
131833,131851,FT,bl,0
131897,131909,S,tl,0
