start_frame,end_frame,action_name,position,score
115524,115543,S,tl,1
115526,115542,SV,tl,1
116097,116100,SV,tl,0
116109,116116,BF,tl,1
116967,116996,SV,tr,0
117006,117019,FF,bl,0
117028,117045,FF,tl,1
117710,117729,SV,tl,0
117738,117746,FF,br,0
117758,117775,FT,tl,0
117803,117814,FT,bl,0
117821,117828,VO,tr,0
117842,117849,VO,br,0
117858,117884,FT,tl,1
118525,118551,SV,tr,0
118560,118569,BF,bl,1
119992,120025,SV,br,0
120034,120043,BF,tl,0
120063,120073,FT,br,0
120092,120101,FT,tl,0
120116,120131,FT,br,1
120916,120932,SV,bl,1
121552,121576,SV,br,0
121584,121592,FF,tl,0
121599,121604,VO,tl,0
121612,121639,BS,tr,0
121659,121678,FT,br,1
122412,122448,SV,bl,0
122458,122466,FF,tr,0
122489,122505,FT,bl,0
122516,122532,FT,tr,0
122552,122565,FT,bl,0
122582,122596,FT,tr,0
122619,122626,FT,bl,1
123210,123219,SV,br,0
123229,123238,BF,tl,0
123302,123312,FT,bl,1
125630,125636,SV,br,0
125642,125655,BF,tl,0
125694,125702,FT,bl,0
125712,125717,VO,tr,0
125734,125742,FT,bl,0
125749,125773,FT,tl,0
125784,125800,FT,br,0
125823,125834,S,tr,1
126396,126406,SV,bl,1
126612,126625,SV,bl,1
126972,126978,SV,bl,0
126983,126999,BF,tr,0
127024,127046,FT,br,0
127067,127080,FT,tr,0
127601,127607,BF,tl,0
127608,127619,VO,tl,0
127628,127635,VO,tr,0
127642,127645,VO,tl,1
128158,128178,SV,bl,1
128870,128890,SV,br,0
128901,128910,BF,tl,1
129215,129248,SV,br,1
129255,129268,SV,tl,0
129279,129294,FT,br,1
129858,129864,SV,bl,0
129872,129879,FF,tr,0
129886,129899,VO,tl,0
129931,129936,FT,tl,0
129951,129963,BF,br,0
129975,129988,FT,tr,0
130004,130022,FT,br,0
130038,130054,FT,tr,0
130074,130090,FT,br,0
130103,130123,FT,tr,0
130156,130161,VO,tl,1
131239,131262,SV,tl,0
131269,131278,BF,br,1
132030,132057,SV,tr,1
132377,132386,SV,tr,0
132397,132406,FT,bl,1
133263,133288,SV,tl,1
133613,133620,SV,tl,0
133632,133638,FT,br,1
134410,134445,SV,tr,0
134454,134462,BF,bl,0
134484,134503,FT,tl,0
134520,134533,FT,br,0
134548,134564,FT,tl,0
134579,134581,VO,tl,1
136975,137001,SV,tl,0
137009,137019,FF,br,1
137556,137568,SV,tr,0
137577,137586,FF,bl,1
137833,137848,SV,tr,1
138475,138483,SV,tl,1
138759,138790,SV,tl,0
138802,138812,FT,br,0
138820,138838,FT,tl,1
139469,139480,SV,tr,1
139867,139878,SV,tr,0
139888,139899,FF,bl,0
139907,139916,VO,tl,1
140657,140666,SV,tl,0
140675,140682,BF,br,0
140702,140717,S,tr,0
