start_frame,end_frame,action_name,position,score
35352,35361,FP,tr,1
35974,35978,FS,tr,0
35985,35991,FP,bl,0
35996,36005,BB,tl,1
36568,36572,FS,tr,0
36578,36584,FB,bl,0
36594,36604,FB,tl,0
36606,36621,FL,br,0
36627,36630,BK,tr,1
37323,37324,FS,bl,0
37330,37335,BL,tl,0
37340,37350,BL,br,0
37359,37363,BK,tr,1
37858,37860,FS,bl,0
37864,37868,BL,tl,1
40676,40702,FS,br,0
40716,40733,FP,tr,0
40735,40744,FL,bl,0
40745,40758,FD,tl,0
40768,40774,FL,br,0
40774,40787,FD,tr,0
40803,40817,FL,bl,1
41367,41369,FS,br,0
41375,41384,FP,tr,0
41390,41398,FL,bl,0
41399,41409,BK,tl,1
42050,42062,FS,tr,1
42579,42582,FS,tr,0
42589,42597,FC,bl,0
42598,42613,BL,tl,1
43203,43207,FS,bl,0
43215,43229,FP,tl,0
43237,43246,BPUNCH,br,0
43256,43263,BK,tr,0
43264,43273,FL,bl,1
43858,43867,FS,bl,0
43880,43890,BL,tl,1
44757,44761,FS,tl,0
44764,44770,BK,br,0
44777,44791,FL,tr,1
45429,45442,FS,tl,0
45454,45462,BB,br,0
45474,45486,FL,tr,0
45492,45502,BPUNCH,bl,1
46221,46222,FS,br,0
46228,46236,FP,tr,0
46238,46247,BL,bl,1
47009,47013,FS,br,0
47021,47030,FP,tr,0
47037,47045,FP,tr,1
47715,47717,FS,tr,0
47722,47729,FP,bl,0
47738,47745,FB,tl,0
47754,47762,FP,br,0
47769,47782,FL,tr,0
47792,47796,BPUNCH,bl,1
48467,48470,FS,tr,0
48475,48485,BK,br,0
48491,48496,FL,tl,0
48506,48510,BK,bl,0
48516,48533,FL,tr,0
48540,48552,FL,bl,0
48563,48569,FL,tl,1
49492,49499,FS,bl,0
49509,49519,BL,tl,1
50087,50089,FS,bl,0
50097,50105,BL,tl,0
50110,50116,FD,br,0
50119,50134,FL,tr,1
50746,50748,FS,tl,0
50752,50756,BB,br,0
50764,50777,FL,tr,0
50783,50790,BB,bl,1
51468,51480,FS,tl,0
51489,51498,BPUNCH,br,0
51502,51515,BPUNCH,tr,0
51524,51530,FL,bl,1
52240,52276,FS,br,0
52289,52299,FP,tr,0
52307,52316,FP,bl,0
52327,52337,FB,tl,0
52343,52354,FL,br,0
52367,52375,FL,tr,0
52379,52382,BPUNCH,bl,1
55585,55591,FS,br,0
55601,55612,FP,tr,0
55617,55624,FP,bl,0
55633,55644,FP,tl,0
55653,55661,FB,br,0
55674,55683,FL,tr,1
56740,56744,FS,tr,0
56747,56755,FP,bl,0
56767,56774,FP,tl,0
56780,56789,FP,br,0
56797,56808,FL,tr,0
56814,56826,FD,bl,1
59885,59905,FS,bl,0
59916,59926,BPUNCH,tl,0
59937,59944,FL,br,1
60453,60481,FS,bl,0
60491,60502,BPUNCH,tl,0
60513,60522,FL,br,1
61116,61127,FS,tl,0
61135,61148,BPUNCH,br,1
63722,63725,FS,tl,0
63729,63734,FB,br,0
63742,63753,FL,tr,0
63758,63764,FD,bl,0
63776,63781,BL,tl,1
64345,64361,FS,br,0
64375,64382,FC,tr,0
64383,64397,FP,bl,1
64894,64912,FS,br,0
64921,64931,FP,tr,0
64938,64953,FB,bl,0
64961,64974,BK,tl,1
65805,65824,FS,tr,0
65833,65842,FP,bl,0
65855,65868,FP,tl,0
65879,65886,BPUNCH,br,0
65887,65891,FL,tr,1
67012,67014,FS,bl,0
67020,67030,BL,tl,0
67035,67042,BL,br,0
67051,67058,BK,tr,0
67065,67078,FL,bl,1
67757,67773,FS,bl,0
67782,67790,FP,tl,0
67799,67809,FB,br,0
67818,67830,BL,tr,1
68388,68408,FS,tl,0
68415,68428,BL,br,1
69313,69325,FS,tl,0
69326,69338,BL,br,0
69348,69356,BL,tr,1
70304,70319,FS,br,0
70327,70338,FD,tr,0
70347,70357,FP,bl,0
70366,70383,FL,tl,0
70391,70399,BK,br,0
70405,70412,FL,tl,0
70418,70426,BK,bl,1
71041,71060,FS,br,0
71071,71081,FP,tr,1
71572,71575,FS,tr,0
71581,71588,FP,bl,0
71595,71607,FD,tl,0
71612,71620,BL,br,1
72090,72093,FS,tr,0
72106,72114,FP,bl,0
72120,72127,BPUNCH,tl,0
72135,72143,FL,br,1
75084,75094,FS,br,0
75103,75114,FP,tr,0
75115,75135,FL,bl,1
75642,75656,FS,br,0
75666,75676,FB,tr,0
75686,75695,BL,bl,1
76324,76331,FS,tr,0
76335,76343,BL,br,1
76815,76856,FS,tr,0
76866,76874,FP,bl,0
76883,76895,FB,tl,0
76901,76913,FB,br,0
76922,76935,FL,tr,0
76946,76950,FL,bl,1
77566,77583,FS,bl,0
77599,77607,BL,tl,0
77617,77625,BPUNCH,br,0
77634,77640,BK,tr,0
77645,77650,BK,bl,0
77656,77661,BK,tl,1
78233,78245,FS,bl,0
78252,78272,BL,tl,1
79154,79165,FS,tl,0
79172,79184,BL,br,0
79191,79200,FL,tr,0
79207,79214,BK,bl,0
79225,79235,FL,tl,1
79811,79853,FS,tl,0
79863,79873,BL,br,0
79881,79900,FB,tr,1
80487,80493,FS,br,0
80502,80512,FB,tr,0
80519,80524,FP,bl,0
80525,80538,BL,tl,0
80540,80545,BK,br,0
80551,80566,FL,tr,0
80575,80588,BL,bl,1
81227,81245,FS,br,0
81261,81270,FP,tr,0
81277,81286,FD,bl,1
81912,81916,FS,tr,0
81924,81936,FP,bl,0
81938,81952,FP,tl,0
81957,81967,FB,br,1
82577,82579,FS,tr,0
82588,82593,FP,bl,0
82598,82609,FD,tl,1
83436,83437,FS,bl,0
83439,83454,BL,tl,0
83453,83467,FB,br,0
83470,83482,FL,tr,1
84072,84097,FS,bl,0
84104,84111,BL,tl,0
84116,84127,BK,br,1
84732,84733,FS,tl,0
84736,84742,BL,br,1
85039,85071,FS,tl,0
85073,85086,BPUNCH,br,0
85095,85109,FL,tr,0
85118,85125,BK,bl,0
85125,85138,BK,tl,0
85140,85146,BK,br,1
85839,85848,FS,tl,0
85850,85865,BL,br,0
85871,85882,BL,tr,0
85889,85896,FP,br,1
86562,86565,FS,br,0
86569,86579,FP,tr,0
86581,86592,FL,bl,0
86599,86606,BK,tl,0
86606,86617,FL,br,0
86622,86627,BK,tr,0
86628,86637,BL,bl,1
87300,87301,FS,br,0
87302,87310,FP,tr,0
87316,87328,BL,bl,1
90427,90437,FS,bl,0
90450,90461,BPUNCH,tl,0
90463,90472,BL,br,0
90473,90483,BL,tr,0
90498,90509,FL,bl,1
91209,91211,FS,bl,0
91214,91220,BPUNCH,tl,0
91229,91236,BL,br,1
91874,91878,FS,tl,0
91880,91890,BL,br,0
91896,91906,BK,tr,1
92559,92566,FS,tl,0
92572,92584,BK,br,0
92592,92612,FP,tr,0
92618,92628,FD,bl,0
92633,92645,FL,tl,0
92650,92661,FL,br,0
92670,92680,FL,tr,0
92682,92692,BL,bl,0
92692,92697,BL,tr,0
92716,92729,FL,br,1
93541,93566,FS,br,0
93575,93587,FP,tr,0
93594,93606,FP,bl,0
93616,93629,BPUNCH,tl,1
94326,94331,FS,br,0
94339,94349,FP,tr,0
94359,94366,FP,bl,0
94376,94382,BPUNCH,tl,1
95213,95214,FS,tr,0
95219,95227,FP,bl,0
95236,95248,FP,tl,0
95255,95266,FL,br,0
95269,95277,BK,tr,0
95284,95296,FL,bl,0
95298,95300,BK,tl,0
95317,95324,BK,br,0
95341,95353,FC,tr,0
95363,95385,FP,bl,0
95387,95402,FL,tl,0
95408,95425,FL,br,1
96210,96213,FS,tr,0
96217,96232,FP,bl,0
96234,96245,BB,tl,0
96252,96261,BL,br,0
96264,96273,BL,tl,0
96278,96286,BK,bl,0
96287,96296,BL,tr,0
96304,96321,BK,br,0
96334,96347,FL,tr,1
97199,97234,FS,bl,0
97240,97255,BL,tl,0
97265,97271,FL,br,0
97276,97283,BK,tr,0
97285,97296,BK,bl,0
97303,97311,BL,tl,0
97320,97327,FL,br,1
98152,98180,FS,bl,0
98188,98196,BL,tl,1
98890,98931,FS,tl,0
98942,98954,BL,br,1
99801,99822,FS,tl,0
99830,99844,FP,br,0
99853,99865,FP,tr,0
99874,99882,FP,bl,0
99889,99897,BPUNCH,tl,0
99902,99911,FL,br,0
99913,99928,FL,tr,1
100703,100724,FS,tl,1
101719,101744,FS,br,0
101752,101766,FC,tr,0
101767,101789,FL,bl,0
101794,101804,FD,tl,1
102544,102555,FS,br,1
103574,103604,FS,tr,0
103610,103624,FP,bl,0
103633,103641,BL,tl,0
103647,103661,FL,br,1
104362,104362,FS,tr,1
104367,104369,FS,tr,0
104371,104378,FP,bl,0
104385,104393,FD,tl,0
104395,104403,FL,br,0
104410,104418,BK,tr,0
104427,104435,FL,bl,0
104441,104454,BK,tl,0
104455,104466,FL,br,0
104473,104485,FL,tr,0
104488,104493,FL,bl,0
104500,104508,FD,tl,0
104509,104523,FL,br,0
104533,104543,FL,tr,0
104545,104554,BK,bl,0
104556,104564,FL,tl,1
105640,105643,FS,bl,0
105651,105658,BL,tl,0
105663,105675,BL,br,0
105681,105691,FL,tr,0
105698,105700,FL,bl,0
105702,105709,BK,tl,0
105714,105737,FD,br,0
105747,105761,FL,tr,0
105770,105776,FD,bl,1
106778,106804,FS,bl,0
106814,106829,BL,tl,0
106831,106841,BL,br,0
106850,106859,FL,tr,1
107842,107849,FS,tl,0
107855,107863,BK,br,0
107868,107885,FL,tr,0
