start_frame,end_frame,action_name,position,score
85031,85039,FL,tl,1
85866,85896,FS,tl,0
85904,85918,FP,bl,0
85924,85934,FP,tr,0
85942,85949,BL,br,0
85950,85963,BC,tl,0
85976,85997,BB,bl,0
86016,86025,FL,tr,0
86028,86041,BB,br,0
86076,86086,FL,tl,1
89456,89482,FS,bl,0
89486,89500,FC,tr,0
89509,89518,BPUNCH,br,0
89519,89534,BP,tl,0
89547,89555,FL,bl,1
90399,90428,FS,bl,0
90436,90446,FB,tr,0
90451,90461,FP,br,1
91553,91581,FS,tr,0
91594,91603,FL,br,1
92265,92296,FS,tr,0
92308,92317,BPUNCH,br,1
93044,93078,FS,br,0
93089,93096,BL,tl,1
93811,93839,FS,br,0
93852,93859,BL,tl,0
93864,93872,BPUNCH,bl,0
93879,93885,FL,tr,0
93892,93899,FL,br,0
93901,93910,BK,tl,1
94952,94986,FS,tl,0
94994,95003,FP,bl,0
95007,95019,FC,tr,1
95924,95958,FS,tl,0
95971,95978,FP,bl,0
95982,95996,FC,tr,0
95998,96014,FP,br,0
96031,96037,FL,tl,0
96043,96055,BPUNCH,bl,0
96068,96077,FL,tr,0
96080,96094,FL,br,0
96098,96109,FL,tl,0
96116,96124,FL,br,0
