start_frame,end_frame,action_name,position,score
28408,28438,FS,tl,0
28448,28457,BPUNCH,br,0
28462,28467,BPUNCH,tr,1
30791,30841,FS,tr,0
30842,30857,FP,bl,0
30866,30873,FC,tl,0
30876,30886,FD,br,1
31235,31257,FS,tr,0
31259,31273,FB,bl,0
31277,31287,FP,tl,0
31294,31303,FD,br,0
31312,31319,FL,tr,1
31760,31781,FS,bl,0
31790,31798,FP,tl,0
31807,31817,FL,br,0
31820,31828,BK,tr,0
31833,31838,BK,bl,0
31829,31838,BPUNCH,bl,0
31842,31851,FL,tl,0
31856,31866,FL,br,1
32312,32352,FS,bl,0
32356,32367,FP,tl,0
32367,32379,FB,br,0
32386,32398,BL,tr,0
32407,32416,FL,bl,0
32423,32428,FL,tl,0
32433,32443,FL,br,1
34526,34546,FS,tl,0
34555,34563,FL,br,1
34932,34953,FS,tl,0
34959,34969,FB,br,0
34977,34983,BL,tr,1
35619,35651,FS,br,0
35658,35665,FP,tr,0
35672,35680,FP,bl,1
36188,36222,FS,br,0
36228,36236,FB,tr,0
36241,36248,BPUNCH,bl,0
36250,36259,FL,tl,0
36263,36273,FL,br,1
36721,36750,FS,tr,0
36761,36767,FL,bl,0
36773,36776,BK,tl,0
36783,36795,FL,br,0
36803,36811,BK,tr,1
37533,37542,FS,tr,0
37548,37557,FB,bl,0
37562,37571,FD,tl,0
37577,37590,BB,br,0
37598,37606,BPUNCH,tr,1
38265,38286,FS,bl,0
38292,38304,FB,tl,0
38305,38321,BL,br,0
38325,38332,FL,tr,0
38337,38344,FL,bl,0
38345,38356,FL,tl,1
38985,39008,FS,bl,0
39016,39027,BL,tl,1
39831,39849,FS,tl,0
39853,39862,FB,br,0
39871,39877,BB,tr,0
39878,39891,FB,bl,1
40521,40539,FS,tl,0
40543,40555,FB,br,0
40564,40570,FC,tr,0
40575,40587,FB,bl,0
40599,40607,FL,tl,1
41375,41398,FS,br,0
41409,41416,FC,tr,0
41421,41430,FB,bl,1
42219,42253,FS,br,0
42263,42270,FC,tr,0
42278,42286,BL,bl,1
42808,42837,FS,tr,0
42845,42852,FB,bl,1
43526,43546,FS,tr,0
43556,43562,FB,bl,0
43569,43578,FD,tl,0
43584,43598,FL,br,0
43601,43609,BK,tr,1
46310,46332,FS,bl,0
46342,46349,FP,tl,0
46352,46364,FL,br,1
46956,46975,FS,bl,0
46986,46995,FB,tl,0
46995,47007,FB,br,0
