start_frame,end_frame,action_name,position,score
32866,32871,BPUNCH,tr,1
33811,33841,FS,br,0
33851,33864,BP,tl,0
33868,33878,BL,bl,0
33881,33888,BC,tr,0
33896,33903,BPUNCH,br,1
34488,34507,FS,br,0
34515,34532,FL,tl,0
34537,34544,BPUNCH,bl,0
34549,34555,BP,tr,0
34562,34577,FD,br,0
34578,34587,BL,tl,1
35234,35258,FS,tl,0
35268,35283,FL,bl,0
35286,35294,BPUNCH,tr,0
35305,35316,FD,br,1
36046,36073,FS,tl,0
36079,36094,FL,bl,0
36099,36105,FP,tr,0
36110,36117,BK,br,0
36123,36145,FD,tr,0
36151,36154,BPUNCH,bl,0
36162,36166,BPUNCH,tl,1
37808,37840,FS,bl,0
37847,37861,BP,tl,1
38834,38859,FS,tl,0
38874,38882,BB,br,0
38886,38904,FB,tr,1
39566,39590,FS,tl,0
39596,39609,BP,br,0
39623,39631,BL,tr,0
39636,39642,BC,bl,0
39650,39663,FD,tr,1
40370,40399,FS,br,0
40409,40419,FL,tl,0
40426,40439,BL,bl,0
40443,40452,FP,tr,1
41235,41249,FS,br,0
41257,41269,FB,tl,0
41274,41288,FB,bl,0
41295,41305,BPUNCH,tr,1
41987,42002,FS,tl,1
45203,45234,FS,tr,1
46067,46092,FS,tr,0
46111,46114,BB,br,0
46119,46128,BPUNCH,tl,1
46843,46857,FS,br,0
46867,46879,FB,tl,0
46884,46892,FB,bl,0
46899,46909,FB,tr,0
46915,46929,FD,br,0
46934,46941,BK,tl,0
46949,46959,FP,br,0
46968,46972,BPUNCH,tr,1
47623,47640,FS,br,0
47653,47662,BB,tl,0
47665,47678,BK,bl,0
47682,47693,BPUNCH,tr,0
47698,47706,FD,br,1
48377,48398,FS,tl,0
48409,48419,BB,br,0
48423,48440,FC,tr,0
48446,48461,FD,bl,0
48465,48481,FP,tl,0
48484,48493,BK,br,1
49227,49264,FS,tl,0
49273,49281,BL,br,0
49286,49301,FD,tr,1
50262,50287,FS,br,0
50298,50310,FD,tr,0
50313,50321,FP,bl,1
50956,50977,FS,br,0
50986,50999,FL,tr,1
51538,51571,FS,tr,0
51585,51594,BL,br,1
52229,52266,FS,tl,0
52278,52290,BPUNCH,br,1
52978,52997,FS,br,0
53010,53018,BPUNCH,tl,0
53022,53028,FP,bl,1
53717,53736,FS,br,0
53748,53756,BK,tl,0
53761,53768,FP,bl,0
53771,53778,BK,tr,1
54848,54876,FS,tl,0
54883,54898,BPUNCH,br,0
54901,54911,BP,tr,0
54917,54922,FD,bl,0
54930,54938,FD,tl,0
54947,54952,FP,br,0
54964,54970,FD,tr,0
54975,54981,FD,bl,0
54988,54999,FD,tl,1
55871,55891,FS,tl,0
55902,55911,BB,br,0
55920,55932,BC,tr,0
55941,55953,FD,bl,0
55960,55966,BPUNCH,tl,0
55973,55980,BK,br,0
55987,55991,BPUNCH,tr,1
56880,56905,FS,br,0
56916,56927,FL,tr,0
56932,56942,FD,bl,0
56948,56953,BPUNCH,tl,0
56959,56966,FL,br,0
56969,56977,BPUNCH,tr,0
56987,56993,FP,bl,0
57000,57013,FD,tl,1
57813,57815,FS,br,0
57816,57828,FB,tr,0
57833,57842,BPUNCH,bl,0
57847,57853,FP,tl,0
57863,57869,BK,br,0
57874,57882,FD,tr,1
58610,58643,FS,tr,0
58651,58658,BK,br,0
58659,58670,BPUNCH,tl,0
58677,58682,FB,bl,0
58703,58727,FP,tr,1
62069,62097,FS,tl,1
62651,62676,FS,tl,0
62685,62699,FC,bl,0
62705,62714,BPUNCH,tr,1
63346,63387,FS,br,0
63396,63404,BK,tl,0
63412,63425,FD,br,0
63430,63437,FD,tr,0
63444,63455,FD,bl,1
64182,64223,FS,bl,0
64230,64242,FB,tl,0
64251,64262,FB,br,0
64269,64287,BPUNCH,tr,0
64293,64302,BPUNCH,bl,0
64307,64314,BP,tl,0
64319,64330,FB,br,0
64341,64345,BK,tl,0
64351,64357,FP,br,0
64367,64375,FD,tl,1
65246,65269,FS,tl,0
65278,65287,FB,br,0
65293,65309,BPUNCH,tr,1
65917,65940,FS,tl,0
65954,65962,FB,br,0
65968,65980,FP,tr,0
65986,65995,BL,bl,0
66002,66009,BPUNCH,tl,1
67138,67176,FS,br,0
67184,67197,FC,tl,0
67204,67217,BL,bl,1
67902,67951,FS,br,0
67959,67969,FC,tl,1
68562,68585,FS,tl,0
68589,68607,BPUNCH,bl,0
68613,68620,FL,tr,1
69874,69917,FS,bl,0
69929,69939,BPUNCH,tl,1
70484,70520,FS,bl,0
70531,70542,FB,tl,0
70547,70555,FP,br,1
71517,71538,FS,tl,0
71549,71560,FB,br,1
72313,72316,FS,tl,0
72319,72326,FP,br,1
75827,75857,FS,br,0
75869,75878,FB,tl,0
75882,75894,BL,bl,0
75900,75910,FD,tr,1
76675,76734,FS,br,0
76744,76758,FB,tl,1
77422,77434,FS,tl,0
77441,77458,FD,bl,0
77461,77468,FP,tr,0
77473,77478,BK,br,0
77483,77492,FP,tr,0
77497,77505,BK,bl,0
77507,77513,BK,tl,0
77523,77538,FL,br,0
77541,77549,BPUNCH,tr,1
80896,80936,FS,tr,1
81499,81533,FS,tr,0
81544,81556,FP,br,1
82642,82670,FS,br,0
82678,82692,BP,tl,0
82696,82704,BK,bl,0
82708,82715,BPUNCH,tr,0
82720,82730,FD,br,0
82735,82742,FP,tl,0
82746,82758,FD,bl,0
82761,82770,FC,tr,1
83568,83578,FS,br,0
83588,83600,FB,tl,0
83604,83612,BB,bl,0
83620,83637,FD,tr,1
84409,84451,FS,tl,0
84454,84473,BPUNCH,br,1
85228,85276,FS,tr,0
85283,85297,BPUNCH,br,0
85302,85322,FC,tr,1
86473,86500,FS,bl,0
86509,86524,BPUNCH,tr,0
86530,86540,BK,bl,0
86543,86552,BK,tl,0
86559,86566,BL,br,1
87343,87373,FS,br,1
90926,90950,FS,tr,0
90956,90971,BPUNCH,br,0
90975,90983,BPUNCH,tl,0
90984,90995,FB,bl,0
90999,91012,FD,tr,0
91017,91028,FD,bl,1
92432,92463,FS,bl,1
92442,92463,FS,bl,0
92469,92479,BPUNCH,tl,0
92485,92494,BK,br,0
92497,92505,BK,tr,0
92510,92518,FD,bl,1
93404,93425,FS,tl,0
93432,93445,FC,br,0
93448,93464,BP,tr,0
93467,93485,BPUNCH,bl,1
94508,94527,FS,tl,0
94530,94548,FP,br,0
94550,94564,FC,tr,0
94568,94580,BL,bl,1
95816,95840,FS,br,0
95846,95860,FB,tl,0
95865,95879,BB,bl,0
95883,95898,FP,tr,0
95901,95913,BPUNCH,br,1
96777,96811,FS,br,0
96819,96835,BPUNCH,tl,0
96839,96855,FD,bl,1
97714,97726,FS,tl,0
97731,97749,FP,bl,0
97752,97760,FC,tr,1
98519,98575,FS,tl,0
98579,98599,FL,bl,0
98602,98620,FD,tr,0
98623,98631,FP,br,0
98635,98646,BK,tl,1
99583,99633,FS,bl,0
99640,99659,FL,tl,1
100701,100735,FS,bl,0
100741,100754,FC,tl,1
102277,102306,FS,tl,0
102309,102325,FP,br,0
102329,102345,FD,tr,1
103406,103455,FS,tl,0
103456,103476,BL,br,0
103482,103491,BK,tr,0
103492,103503,FD,bl,0
103504,103519,FD,tl,0
103522,103533,BPUNCH,br,0
103536,103546,FD,tl,0
103547,103560,FD,bl,1
104787,104815,FS,br,0
104817,104839,BPUNCH,tl,0
104840,104854,BK,bl,0
104855,104864,FD,tr,1
105786,105799,FS,tl,0
105800,105822,FP,bl,0
105823,105831,FP,tr,1
