start_frame,end_frame,action_name,position,score
58695,58700,FS,tl,0
58735,58740,FT,br,0
58751,58754,BS,tr,0
58778,58785,FF,bl,0
58803,58809,BS,tr,0
58848,58850,BT,br,0
58861,58864,BF,tr,0
58893,58895,FF,bl,1
59655,59670,SV,tr,0
59686,59689,FT,bl,0
59696,59701,BF,tr,1
60421,60440,SV,tl,0
60453,60457,BT,br,0
60468,60472,BF,tr,1
61108,61136,SV,tr,0
61151,61154,FT,bl,1
61811,61821,SV,tl,0
61834,61837,FT,br,0
61855,61858,FS,tl,0
61882,61893,FT,bl,1
62801,62826,SV,tr,0
62841,62845,BT,bl,1
63804,63828,SV,tl,1
65039,65062,SV,tr,1
65757,65766,SV,tl,0
65778,65782,BT,br,0
65796,65803,BF,tl,1
66784,66806,SV,tr,0
66821,66824,BF,bl,0
66855,66859,FT,tl,1
69251,69275,SV,br,0
69291,69295,FS,tl,0
69314,69324,FF,br,0
69353,69357,FT,tl,0
69374,69378,VO,br,0
69403,69409,FT,tr,0
69477,69483,FF,bl,0
69497,69501,VO,tl,0
69536,69546,FT,bl,0
69577,69580,FT,tr,0
69595,69597,BS,bl,1
70668,70691,SV,bl,0
70707,70709,FF,tr,0
70727,70730,VO,bl,1
71435,71458,SV,br,0
71473,71475,FT,tl,0
71494,71500,FF,br,0
71537,71539,FT,tr,0
71568,71572,VO,bl,1
72125,72132,SV,bl,0
72147,72150,FT,tr,1
72683,72706,SV,br,0
72720,72722,BF,tl,0
72738,72744,S,bl,1
74054,74058,SV,br,0
74072,74075,FF,tl,1
74574,74579,SV,bl,1
75357,75384,SV,br,0
75398,75402,BT,tl,0
75431,75438,FT,br,0
75459,75463,FT,tl,0
75491,75498,FT,br,0
75523,75533,FT,tl,1
76644,76661,SV,bl,0
76675,76679,FF,tr,0
76703,76706,VO,br,1
78138,78159,SV,br,0
78174,78177,FT,tl,0
78188,78190,VO,br,0
78194,78197,BF,tr,0
78242,78248,FT,br,1
78872,78897,SV,bl,0
78910,78912,BF,tr,0
78963,78981,S,bl,1
79825,79850,SV,tl,0
79864,79868,FF,br,0
79888,79893,FF,tl,0
79928,79930,FF,bl,0
79938,79944,BS,tr,1
80552,80579,SV,tr,0
80592,80597,BT,bl,0
80606,80613,VO,tl,0
80643,80647,FF,br,0
80655,80658,BF,tl,0
80675,80679,BS,br,0
80706,80713,S,tl,1
81527,81552,SV,tl,0
81564,81570,FF,br,0
81585,81588,FS,tl,0
81623,81628,BT,br,0
81657,81662,S,tr,0
81677,81682,FT,bl,0
81692,81695,VO,tl,0
81723,81729,FT,br,0
81744,81747,BS,tr,1
82393,82418,SV,tr,1
83691,83714,SV,tl,0
83729,83734,FT,br,0
83760,83765,FT,tl,1
84865,84870,SV,tr,1
85561,85583,SV,tl,1
86399,86420,SV,tr,1
87512,87529,SV,br,1
87985,88012,SV,bl,0
88031,88033,BF,tr,0
88094,88096,S,br,1
88756,88777,SV,br,1
89649,89669,SV,bl,1
90227,90239,SV,br,1
91027,91058,SV,bl,0
91073,91076,FF,tr,0
91100,91109,BT,br,0
91126,91131,FT,tr,0
91152,91162,BF,bl,0
91189,91193,BT,tr,0
91203,91208,FF,bl,1
91801,91822,SV,br,0
91837,91840,FT,tl,0
91862,91866,FF,br,0
91901,91912,FT,tr,0
91939,91945,FT,br,1
92447,92469,SV,bl,1
93485,93507,SV,tl,0
93524,93527,BT,br,0
93542,93553,FS,tl,0
93568,93580,FT,br,0
93589,93593,BS,tr,0
93616,93630,BT,bl,0
93642,93645,FF,tr,0
93673,93678,FT,bl,0
93685,93689,BF,tl,0
93727,93733,FT,br,0
93742,93744,BS,tr,0
93775,93793,BT,bl,1
95192,95218,SV,tr,0
95235,95239,BT,bl,1
95893,95915,SV,tl,0
95932,95934,FT,br,0
95952,95955,BF,tl,0
95987,95993,BT,br,0
96004,96008,BF,tl,0
96035,96040,FT,br,1
96802,96821,SV,tr,0
96834,96837,BT,bl,0
96856,96860,FS,tr,0
96883,96886,FT,bl,0
96894,96899,BF,tl,0
96925,96933,FT,bl,1
98020,98039,SV,tl,0
98055,98059,FT,br,0
98084,98087,FT,tl,0
98100,98103,BS,br,0
98134,98137,FT,tl,0
98144,98147,BF,bl,1
98940,98967,SV,tr,1
99690,99715,SV,tl,1
100875,100900,SV,tr,0
100917,100920,FT,bl,1
102240,102266,SV,tl,0
102279,102286,FF,br,0
102296,102304,VO,tr,0
102312,102317,VO,bl,0
102327,102331,FS,tr,1
105879,105903,SV,tl,0
105922,105925,BT,br,0
105950,105953,FT,tl,1
106867,106890,SV,tr,0
106903,106906,BT,bl,0
106931,106934,FT,tl,0
106960,106964,FT,bl,0
106977,106980,VO,tl,0
106988,106993,BF,br,0
107038,107046,FT,tr,1
108682,108703,SV,br,0
108716,108719,BT,tl,0
108734,108739,VO,bl,0
108750,108753,BF,tr,0
108764,108768,VO,br,1
113792,113812,SV,br,0
113827,113831,FT,tl,1
114617,114640,SV,bl,1
115532,115554,SV,br,0
115567,115569,BT,tl,0
115584,115587,VO,br,1
116484,116506,SV,bl,0
116522,116526,BT,tr,0
116541,116546,BS,bl,0
116571,116577,FT,tr,1
117405,117428,SV,br,0
117443,117446,FT,tl,0
117469,117479,BS,bl,0
117508,117519,S,tl,0
117527,117529,VO,br,1
118299,118322,SV,bl,0
118340,118343,BS,tr,0
118405,118407,S,br,0
118416,118420,FF,tl,0
118450,118469,VO,bl,0
118494,118500,BT,tr,1
119457,119479,SV,br,0
119495,119497,BT,tl,0
119506,119510,VO,bl,0
119539,119541,FT,tr,0
119546,119550,VO,bl,0
119575,119578,FT,tl,0
119588,119590,BF,br,0
119631,119636,S,tr,1
120432,120446,SV,bl,1
121004,121022,SV,br,0
121038,121041,FF,tl,0
121068,121073,VO,br,0
121087,121091,BT,tl,0
121102,121105,BS,bl,0
121141,121143,BT,tr,0
121153,121156,VO,br,0
121180,121184,BT,tl,0
121193,121197,VO,bl,1
121839,121845,SV,bl,0
121858,121861,BF,tr,0
121872,121875,VO,br,0
121898,121901,FT,tl,0
121914,121917,VO,bl,1
123754,123759,SV,br,0
123773,123775,BF,tl,0
123797,123804,VO,bl,1
124234,124257,SV,bl,1
124694,124716,SV,br,1
125278,125302,SV,bl,0
125314,125317,BF,tr,0
125330,125336,VO,br,0
