name,start,end,position,score
spike,19'25",19'26",br,1
block,19'25",19'26",tl,0
serve,19'47",19'48",br,1
serve,20'05",20'06",br,0
dig,20'06",20'07",bl,0
dig,20'07",20'08",tl,0
spike,20'09",20'10",bl,0
dig,20'09",20'10",br,0
dig,20'10",20'11",tr,0
spike,20'12",20'13",br,1
dig,20'13",20'14",bl,0
serve,20'55",20'56",tl,0
dig,20'56",20'57",tr,0
spike,20'59",21'00",br,1
