name,start,end,position,score
serve,09'00",09'01",tl,0
dig,09'01",09'02",bl,0
dig,09'03",09'04",bl,0
spike,09'04",09'05",br,1
block,09'04",09'05",tl,0
serve,09'23",09'24",bl,0
dig,09'25",09'26",tl,0
pass,09'27",09'28",tr,0
spike,09'29",09'30",tl,1
pass,09'30",09'31",bl,0
serve,09'44",09'45",tr,0
dig,09'46",09'47",bl,0
dig,09'47",09'48",br,0
spike,09'48",09'49",bl,1
block,09'48",09'49",tl,0
dig,09'49",09'50",tl,0
serve,10'10",10'11",bl,0
dig,10'11",10'12",tr,0
dig,10'13",10'14",tl,0
spike,10'14",10'15",tr,1
block,10'14",10'15",br,0
serve,10'30",10'31",tl,0
dig,10'32",10'33",bl,0
spike,10'34",10'35",br,1
block,10'34",10'35",tl,0
serve,12'03",12'04",tr,0
dig,12'05",12'06",br,0
pass,12'07",12'08",bl,0
spike,12'08",12'09",br,1
block,12'08",12'09",tr,0
serve,12'23",12'24",bl,0
dig,12'25",12'26",tr,0
dig,12'27",12'28",tl,0
spike,12'28",12'29",tr,0
block,12'28",12'29",br,0
serve,12'46",12'47",bl,0
dig,12'47",12'48",tr,0
dig,12'49",12'50",tl,0
spike,12'50",12'51",tr,0
block,12'50",12'51",br,0
serve,13'06",13'07",bl,0
serve,13'25",13'26",tr,0
dig,13'27",13'28",br,0
dig,13'29",13'30",bl,0
spike,13'30",13'31",br,0
block,13'30",13'31",tr,0
pass,13'31",13'32",bl,0
dig,13'32",13'33",br,0
dig,13'33",13'34",tr,0
dig,13'34",13'35",tl,0
spike,13'35",13'36",tr,1
block,13'35",13'36",br,0
serve,13'57",13'58",tl,0
dig,13'59,14'00",br,0
pass,14'01",14'02",bl,0
spike,14'02",14'03",br,0
block,14'02",14'03",tr,0
dig,14'03",14'04",br,0
dig,14'05",14'06",bl,0
spike,14'06",14'07",br,0
block,14'06",14'07",tr,0
serve,15'47",15'48",tr,0
dig,15'49",15'50",bl,0
dig,15'50",15'51",br,0
spike,15'52",15'53",bl,0
block,15'52",15'53",tl,0
serve,16'16",16'18",bl,0
dig,16'18",16'19",tr,0
dig,16'20",16'21",tl,0
spike,16'21",16'22",tr,0
block,16'21",16'22",br,0
dig,16'22",16'23",br,0
dig,16'24",16'25",bl,0
spike,16'25",16'26",br,0
block,16'25",16'26",tr,0
serve,16'47",16'48",tl,0
dig,16'48",16'49",bl,0
dig,16'49",16'50",br,0
spike,16'50",16'51",bl,0
block,16'50",16'51",tl,1
serve,17'07",17'08",tl,0
dig,17'08",17'09",bl,0
dig,17'09",17'10",bl,0
spike,17'10",17'12",br,1
block,17'10",17'12",tr,0
serve,17'32",17'33",bl,0
dig,17'33",17'34",tr,0
dig,17'34",17'35",tr,0
spike,17'35",17'37",tl,0
block,17'35",17'37",bl,1
serve,17'57",17'58",bl,0
dig,17'58",18'00",tr,0
dig,18'00",18'01",tl,0
spike,18'01",18'03¡°,tr,0
block,18'01",18'03¡°,br,0
dig,18'03",18'04",bl,0
dig,18'04",18'05",br,0
dig,18'05",18'06",tl,0
pass,18'06",18'08",tr,0
spike,18'08",18'09",tl,0
block,18'08",18'09",bl,0
dig,18'09",18'10",br,0
dig,18'10",18'12",bl,0
spike,18'12",18'13",br,1
block,18'12",18'13",tr,0
serve,19'38",19'39",br,0
dig,19'39",19'40",tr,0
dig,19'40",19'41",tl,0
spike,19'41",19'43",tr,1
block,19'41",19'43",br,0
serve,19'58",19'59",tr,0
dig,19'59",20'00",bl,0
dig,20'00",20'02",br,0
spike,20'02",20'03",bl,0
block,20'02",20'03",tl,0
serve,20'26",20'27",bl,0
dig,20'27",20'28",tr,0
dig,20'28",20'30",tl,0
spike,20'30",20'31",tr,0
block,20'30",20'31",br,0
dig,20'31",20'32",bl,0
dig,20'32",20'34",br,0
spike,20'34",20'35",bl,1
block,20'34",20'35",tl,0
serve,20'50",20'51",tl,0
dig,20'51",20'53",tr,0
dig,20'53",20'54",tl,0
spike,20'54",20'55",tr,1
block,20'54",20'55",br,0
serve,21'15",21'16",tr,0
dig,21'16",21'17",br,0
pass,21'17",21'19",bl,0
spike,21'19",21'20",br,1
block,21'19",21'20",tr,0
serve,21'36",21'37",br,0
dig,21'37",21'38",tr,0
dig,21'38",21'39",tl,0
spike,21'39",21'41",tr,1
block,21'39",21'41",br,0
serve,22'02",22'03",tl,0
dig,22'03",22'04",bl,0
dig,22'04",22'05",br,0
