name,start,end,position,score
block,27'20",27'21",br,0
serve,27'42",27'43",tr,0
dig,27'43",27'44",br,0
pass,27'44",27'45",bl,0
spike,27'45",27'46",br,0
block,27'46",27'47",tr,0
serve,28'10",28'11",bl,0
dig,28'11",28'12",tl,0
pass,28'12",28'13",tr,0
spike,28'13",28'14",tl,0
block,28'14",28'15",bl,0
