name,start,end,position,score
pass,11'06",11'07",bl,0
spike,11'07",11'08",tl,1
block,11'07",11'08",tr,0
serve,12'31",12'32",tr,0
dig,12'33",12'34",tl,0
dig,12'35",12'36",bl,0
spike,12'36",12'37",tl,0
block,12'36",12'37",tr,0
dig,12'37",12'38",tr,0
pass,12'38",12'39",br,0
spike,12'39",12'40",tr,0
block,12'39",12'40",tl,0
serve,13'26",13'27",tl,0
dig,13'27",13'28",br,0
pass,13'28",13'29",tr,0
spike,13'30",13'31",br,1
block,13'30",13'31",bl,0
serve,13'58",13'59",tr,0
dig,13'59",14'00",tl,0
dig,14'01",14'02",bl,0
spike,14'02",14'03",tl,1
block,14'02",14'03",tr,0
serve,14'21",14'22",bl,0
dig,14'22",14'23",br,0
pass,14'23",14'24",tr,0
spike,14'26",14'27",br,1
block,14'26",14'27",bl,0
dig,14'26",14'27",tl,0
serve,14'54",14'55",tr,0
dig,14'55",14'56",tl,0
dig,14'56",14'57",bl,0
spike,14'58",14'59",tl,0
block,14'58",14'59",tr,0
dig,14'59",15'00",tr,0
spike,15'01",15'02",br,1
block,15'01",15'02",tl,0
dig,15'23",15'24",tl,0
dig,15'24",15'25",bl,0
spike,15'26",15'27",tl,0
block,15'26",15'27",tr,0
dig,15'27",15'28",br,0
dig,15'30",15'31",br,0
dig,15'32",15'33",bl,0
spike,15'33",15'34",tl,0
block,15'33",15'34",br,1
serve,16'11",16'12",tr,0
dig,16'12",16'13",tl,0
dig,16'14",16'15",bl,0
spike,16'15",16'16",tl,1
block,16'15",16'16",tr,0
serve,16'53",16'54",tr,0
dig,16'54",16'55",tl,0
pass,16'56",16'57",bl,0
spike,16'57",16'58",tl,1
block,16'57",16'58",tr,0
serve,17'20",17'21",bl,0
dig,17'21",17'22",br,0
spike,17'22",17'23",tr,1
block,17'22",17'23",bl,0
serve,17'44",17'45",tr,0
dig,17'45",17'46",tl,0
spike,17'46",17'47",bl,1
block,17'46",17'47",tr,0
dig,18'08",18'09",br,0
dig,18'09",18'10",tr,0
spike,18'11",18'12",br,0
block,18'11",18'12",bl,1
serve,18'32",18'33",tl,0
dig,18'34",18'35",br,0
dig,18'35",18'36",tr,0
spike,18'37",18'38",br,0
block,18'37",18'38",bl,1
serve,18'55",18'56",tl,0
dig,18'56",18'57",br,0
dig,18'57",18'58",tr,0
spike,19'00",19'01",br,0
dig,19'01",19'02",bl,0
pass,19'02",19'03",tl,0
spike,19'04",19'05",bl,1
block,19'04",19'05",br,0
serve,19'22",19'23",tl,0
dig,19'23",19'24",br,0
dig,19'25",19'26",tr,0
spike,19'26",19'27",br,1
block,19'26",19'27",bl,0
serve,20'00",20'01",tl,0
dig,20'01",20'02",tr,0
dig,20'03",20'04",br,0
spike,20'04",20'05",tr,0
block,20'04",20'05",tl,0
serve,21'26",21'27",tl,0
dig,21'27",21'28",br,0
pass,21'28",21'29",tr,0
spike,21'30",21'31",br,1
block,21'30",21'31",bl,0
serve,21'55",21'56",tr,0
dig,21'56",21'57",bl,0
dig,21'57",21'58",tl,0
spike,22'00",22'01",bl,1
block,22'00",22'01",br,0
serve,22'23",22'24",bl,0
dig,22'24",22'25",br,0
pass,22'25",22'26",tr,0
spike,22'27",22'28",br,1
block,22'27",22'28",bl,0
