name,start,end,position,score
spike,7'05",7'06",bl,0
block,7'06",7'07",bl,0
serve,7'31",7'32",br,0
serve,7'51",7'52",tr,0
dig,7'52",7'53",bl,0
serve,7'53",7'54",br,0
spike,7'55",7'56",bl,0
block,7'57",7'58",tr,1
serve,7'18",7'19",bl,0
serve,7'30",7'31",br,0
serve,7'51",7'52",tr,0
dig,7'52",7'53",bl,0
pass,7'53",7'54",br,0
spike,7'54",7'55",bl,0
block,7'55",7.56",tr,0
serve,8'18",8'19",bl,0
serve,8'37",8'38,tr,0
dig,8'38",8'39",br,0
pass,8'39",8'40",bl,0
spike,8'40",8'41",br,0
block,8'41",8'42",tl,0
serve,9'04",9'05",br,0
dig,9'05",9'06",tr,0
pass,9'06",9'07",tl,0
spike,9'07",9'08",tr,0
block,9'09",9'10",bl,0
dig,9'10",9'11",br,0
pass,9'11",9'12",bl,1
serve,9'34",9'35",br,0
dig,9'35",9'36",tr,0
dig,9'36",9'37",tl,0
spike,9'37",9'38",tr,0
block,9'38",9'39",br,0
serve,11'38",11'39",br,0
dig,11'39",11'40",tr,0
pass,11'40",11'41",tl,0
spike,11'41",11'42",tr,0
block,11'42",11'43",bl,0
dig,11'43",11'44",bl,0
spike,11'44",11'45",br,0
serve,12'08,12'09",tl,0
dig,12'09",12'10",br,0
spike,12'10",12'11",bl,0
dig,12'11",12'12",tl,0
pass,12'12",12'13",tr,0
spike,12'13",12'14",tl,0
block,12'14",12'15",bl,0
dig,12'15",12'16",tr,0
dig,12'16",12'17",tl,0
spike,12'17",12'18",tr,0
block,12'18",12'19",bl,1
serve,12'44",12'45",tl,0
dig,12'45",12'46",br,0
pass,12'47",12'48",bl,0
spike,12'48",12'49",br,0
pass,12'49",12'50",tr,0
dig,12'50",12'51",tl,0
spike,12'51",12'52",tr,0
dig,12'52",12'53",bl,0
dig,12'53",12'54",br,0
spike,12'54",12'55",bl,0
dig,12'55",12'56",tr,0
dig,12'56",12'57",tl,0
spike,12'57",12'58",tr,0
dig,12'58",12'59",bl,0
serve,13'24",13'25",bl,0
dig,13'25",13'26",tl,0
spike,13'26",13'27",tr,0
block,13'27",13'28",br,0
serve,13'51",13'52",tl,0
serve,14'11",14'12",bl,0
serve,14'31",14'32",tr,0
dig,14'32",14'33",br,0
pass,14'33",14'34",bl,0
spike,14'35",14'36",br,0
block,14'36",14'37",tr,0
dig,14'37",14'38",tl,0
spike,14'38",14'39",tr,0
serve,15'06",15'07",tr,0
dig,15'07",15'08",br,0
spike,15'08",15'09",bl,0
dig,15'09",15'10",tl,0
serve,15'28",15'29",tr,0
dig,15'29",15'30",br,0
spike,15'30",15'31",bl,0
block,15'31",15'32",tl,0
dig,15'32",15'33",tr,0
pass,15'33",15'34",tl,0
spike,15'34",15'35",tr,1
serve,15'59",16'00",bl,0
dig,16'00",16'01",tl,0
spike,16'01",16'02",tr,0
serve,16'39",16'40",br,0
dig,16'40",16'41",tl,0
dig,16'41",16'42",tr,0
spike,16'42",16'43",tl,0
block,16'43",16'44",bl,1
serve,17'06",17'07",tl,0
dig,17'07",17'08",bl,0
pass,17'08",17'09",br,0
spike,17'09",17'10",bl,0
block,17'10",17'11",tl,0
serve,17'33",17'34",br,0
dig,17'34",17'35",tl,0
dig,17'35",17'36",tr,0
dig,17'36",17'37",tl,0
dig,17'37",17'38",br,0
spike,17'39",17'40",bl,0
block,17'40",17'41",tl,0
serve,18'26",18'27",bl,0
serve,18'55",18'56",bl,0
pass,18'56",18'57",tr,0
spike,18'57",18'58",tl,0
dig,18'58",18'59",bl,0
dig,18'59",19'00",br,0
dig,19'00",19'01",tr,0
dig,19'01",19'02",tl,0
spike,19'03",19'04",tr,0
block,19'04",19'05",tr,0
serve,21'31",21'32",tl,0
dig,21'32",21'33",br,0
pass,21'33",21'34",bl,0
spike,21'34",21'35",br,0
block,21'35",21'36",tr,0
dig,21'36", 21'37",tl,0
dig,21'37",21'38",tr,0
spike,21'38",21'39",bl,1
serve,22'04",22'05",tl,0
dig,22'05",22'06",br,0
pass,22'06",22'07",bl,0
spike,22'07",22'08",br,0
pass,22'08",22'09",tl,0
pass,22'09",22'10",bl,0
spike,22'10",22'11",tr,0
serve,23'07",23'08",tl,0
dig,23'08",23'09",br,0
dig,23'09",23'10",bl,0
spike,23'10",23'11",br,0
dig,23'11",23'12",tr,0
pass,23'12",23'13",tl,0
spike,23'13",23'14",tr,0
dig,23'14",23'13",br,0
dig,23'15",23'14",bl,1
serve,23'39",23'40",tl,0
dig,23'40",23'41",br,0
spike,23'41",23'42",bl,0
serve,25'06¡¯,25¡®07¡±,br,0
dig,25'07",25'08",tl,0
dig,25'08",25'09",tr,0
spike,25'09",25'10",tl,0
block,25'10",25'11",bl,0
dig,25'11",25'12",bl,0
dig,25'12",25'13",br,0
spike,25'13",25'14",bl,0
serve,25'38",25'29",tl,0
serve,26'34",26'35",tl,0
dig,25'35",26'36",tl,0
dig,26'36",26'37",tr,0
spike,26'37",26'38",tl,0
serve,26'54",26'55",br,0
dig,26'55",26'56",tl,0
pass,26'56,26'57",tr,0
spike,26'57",26'58",tl,0
serve,27'28",27'29",tr,0
dig,27'29",27"30",br,0
pass,27'30",27'31",bl,0
spike,27'31",27'32",br,0
block,27'32",27'33",tr,0
dig,27'33",27'34",tr,0
spike,27'34",27'35",tl,0
dig,27'35",27'36",br,0
spike,27'36",27'37",bl,0
serve,28'02",28'03",bl,0
dig,28'03",28'04",tr,0
dig,28'04",28'05",tl,0
serve,28'33",28'34",tl,0
dig,28'34",28'35",br,0
spike,28'35",28'26",bl,0
serve,29'00",29'01",tl,0
dig,29'01",29'02",br,0
pass,29'02",29'03",bl,0
spike,29'03",29'04",br,0
block,29'04",29'05",tr,1
serve,31'05",31'06",bl,0
serve,31'25",31'26",tl,0
dig,31'26",31'27",bl,0
pass,31'27",31'28",br,0
spike,31'28",31'29",bl,0
block,31'29",31'31",tl,0
serve,32'22",32'23",tl,0
dig,32'23",32'24",bl,0
spike,32'24",32'25",br,0
dig,32'25",32'26",bl,0
dig,32'26",32'27",br,0
spike,32'27",32'28",bl,0
serve,32'50",32'51",tl,0
dig,32'51",32'52",br,0
spike,32'52",32'53",bl,0
dig,32'53",32'54",tl,0
pass,35'54",32'55",tr,0
dig,35'55",35'56",br,0
dig,35'56",35'57",bl,0
spike,35'57",35'58",br,0
dig,35'58",35'59",tr,0
dig,35'59",36'00",tl,0
spike,36'00",36'01",tr,0
dig,36'01",36'02",br,0
pass,36'02",36'03",bl,0
spike,36'03",36'04",br,0
block,36'04",36'05",tr,0
serve,34'01",34'02",tl,0
dig,34'02",34'03",br,0
pass,34'03",32'04",bl,0
spike,34'04",32'05",br,0
