name,start,end,position,score
serve,14'23",14'24",tl,0
dig,14'24",14'25",bl,0
dig,14'25",14'26",br,0
spike,14'26",14'27",bl,0
block,14'27",14'28",tl,0
serve,14'51",14'52",bl,0
dig,14'52",14'53",tl,0
pass,14'53",14'54",tr,0
spike,14'54",14'55",tl,0
block,14'55",14'56",bl,0
serve,15'14",15'15",tl,0
dig,15'15",15'16",bl,0
pass,15'16",15'17",br,0
spike,15'17",15'18",bl,0
block,15'18",15'19",tl,0
serve,15'38",15'39",br,0
dig,15'39",15'40",tr,0
dig,15'40",15'41",tl,0
spike,15'41",15'42",tr,0
block,15'42",15'43",br,0
serve,16'10",16'11",br,0
dig,16'11",16'12",tr,0
pass,16'12",16'13",tl,0
spike,16'13",16'14",tr,0
block,16'14",16'15",br,0
serve,16'37",16'38",tr,0
dig,16'38",16'39",bl,0
pass,16'39",16'40",br,0
spike,16'40",16'41",bl,0
block,16'41",16'42",tl,0
serve,17'00",17'01",br,0
dig,17'01",17'02",tr,0
pass,17'02",17'03",tl,0
spike,17'03",17'04",tr,0
block,17'04",17'05",br,0
serve,17'30",17'31",tl,0
serve,17'48",17'49",bl,1
serve,18'03",18'04",br,0
dig,18'04",18'05",tr,0
dig,18'05",18'06",tl,0
spike,18'06",18'07",tr,0
dig,18'07",18'08",bl,0
dig,18'08",18'09",br,0
spike,18'09",18'10",bl,0
block,18'10",18'11",tl,0
serve,19'34",19'35",br,0
dig,19'35",19'36",tr,0
pass,19'36",19'37",tl,0
spike,19'37",19'38",tr,0
block,19'38",19'39",bl,0
serve,20'10",20'11",bl,0
dig,20'11",20'12",tl,0
pass,20'12",20'13",tr,0
spike,20'13",20'14",tl,0
block,20'14",20'15",bl,0
dig,20'15",20'16",tr,0
spike,20'16",20'17",tl,0
block,20'17",20'18",bl,0
dig,20'18",20'19",br,0
dig,20'19",20'20",tl,0
spike,20'20",20'21",tr,0
dig,20'21",20'22",bl,0
pass,20'22",20'23",br,0
spike,20'23",20'24",bl,0
serve,21'08",21'09",bl,0
dig,21'09",21'10",tl,0
pass,21'10",21'11",tr,0
spike,21'11",21'12",tl,0
block,21'12",21'13",br,0
dig,21'13",21'14",bl,0
dig,21'14",21'15",br,0
spike,21'15",21'16",bl,0
serve,21'40",21'41",bl,0
dig,21'41",21'42",tl,0
pass,21'42",21'43",tr,0
spike,21'43",21'44",tl,0
block,21'44",21'45",bl,0
serve,22'06",22'07",tl,0
dig,22'07",22'08",bl,0
pass,22'08",22'09",br,0
spike,22'09",22'10",bl,0
block,22'10",22'11",tl,0
