name,start,end,position,score
serve,16'39",16'40",tl,0
dig,16'41",16'42",bl,0
dig,16'42",16'43",br,0
spike,16'43",16'44",br,1
serve,17'04",17'05",bl,0
dig,17'05",17'06",tr,0
pass,17'07",17'08",tl,0
spike,17'09",17'10",tr,0
block,17'09",17'10",bl,1
serve,17'27",17'28",bl,0
dig,17'28",17'29",tr,0
pass,17'30",17'31",tl,0
spike,17'31",17'32",tr,0
block,17'31",17'32",br,0
dig,17'32",17'33",tr,0
pass,17'33",17'34",tl,0
spike,17'34",17'35",tr,0
block,17'34",17'35",br,0
pass,17'36",17'37",bl,0
pass,17'38",17'39",br,0
spike,17'39",17'40",bl,0
block,17'39",17'40",tl,0
dig,17'40",17'41",bl,0
spike,17'41",17'42",br,1
dig,17'42",17'43",tl,0
