name,start,end,position,score
dig,23'23",23'24",bl,0
dig,23'24",23'25",tl,0
pass,23'25",23'26",tr,0
spike,23'26",23'27",tl,0
dig,23'27",23'28",bl,0
dig,23'28",23'29",br,0
spike,23'29",23'30",bl,0
block,23'30",23'31",tl,0
serve,23'56",23'57",tl,0
dig,23'57",23'58",bl,0
pass,23'58",23'59",br,0
spike,23'59",24'00",bl,0
block,24'00",24'01",tr,0
dig,24'01",24'02",tl,0
pass,24'02,24'03",tr,0
spike,24'03",24'04",tl,0
dig,24'04",24'05",br,0
dig,24'05",24'06",tl,0
spike,24'06",24'07",tr,1
